artist,album,year,critic_score,user_score,comment
com truise,Persuasion System,"May 17, 2019",74,tbd,
com truise,Iteration,"Jun 16, 2017",72,8.0,
com truise,Silicon Tare [EP],"Apr 1, 2016",68,tbd,
com truise,Wave 1 [EP],"Feb 18, 2014",69,6.3,
com truise,Galactic Melt,"Jun 28, 2011",71,8.9,
frankie cosmos,Close It Quietly,"Sep 6, 2019",76,tbd,
frankie cosmos,Vessel,"Mar 30, 2018",80,7.4,
frankie cosmos,Next Thing,"Apr 1, 2016",78,8.7,
eric bachmann,No Recover,"Sep 7, 2018",79,tbd,
eric bachmann,Eric Bachmann,"Mar 25, 2016",81,4.9,
eric bachmann,Vee Vee [Remastered],"Feb 21, 2012",86,8.4,
eric bachmann,Drawing Down the Moon,"Sep 14, 2010",66,6.8,
eric bachmann,To The Races,"Aug 22, 2006",69,8.3,
black milk & nat turner,,,,,artist not found!
nisennenmondai,#N/A,"Apr 1, 2016",76,tbd,
nisennenmondai,Destination Tokyo,"Aug 11, 2009",72,tbd,
glenn jones,The Giant Who Ate Himself and Other New Works for 6 & 12 String Guitar,"Aug 24, 2018",84,tbd,
glenn jones,Fleeting,"Mar 18, 2016",79,tbd,
glenn jones,My Garden State,"May 14, 2013",77,tbd,
glenn jones,The Wanting,"Sep 13, 2011",77,tbd,
azealia banks,Slay-Z [Mixtape],"Mar 24, 2016",75,7.8,
azealia banks,Broke With Expensive Taste,"Nov 6, 2014",77,8.4,
azealia banks,1991 [EP],"Jun 12, 2012",84,8.8,
charles bradley,Black Velvet,"Nov 9, 2018",78,7.0,
charles bradley,Changes,"Apr 1, 2016",80,7.7,
charles bradley,Victim of Love,"Apr 2, 2013",81,7.5,
charles bradley,No Time for Dreaming,"Jan 25, 2011",79,tbd,
black mountain,Destroyer,"May 24, 2019",74,7.7,
black mountain,IV,"Apr 1, 2016",75,7.9,
black mountain,Year Zero: The Original Soundtrack,"Apr 3, 2012",77,tbd,
black mountain,Wilderness Heart,"Sep 14, 2010",73,7.7,
black mountain,In The Future,"Jan 22, 2008",79,8.8,
black mountain,Black Mountain,"Jan 18, 2005",65,7.7,
mike and the melvins,,,,,artist not found!
the monochrome set,Cosmonaut,"Sep 16, 2016",71,tbd,
the monochrome set,Spaces Everywhere,"Mar 17, 2015",78,tbd,
weezer,Weezer [Black Album],"Mar 1, 2019",53,5.4,
weezer,Weezer (Teal Album),"Jan 24, 2019",58,5.5,
weezer,Pacific Daydream,"Oct 27, 2017",64,5.3,
weezer,Weezer (White Album),"Apr 1, 2016",71,8.4,
weezer,Everything Will Be Alright in the End,"Oct 7, 2014",77,8.4,
weezer,Death to False Metal,"Nov 2, 2010",56,5.2,
weezer,Pinkerton (Deluxe Edition),"Nov 2, 2010",100,9.0,
weezer,Hurley,"Sep 14, 2010",68,7.4,
weezer,Raditude,"Nov 3, 2009",57,5.9,
weezer,Weezer (Red Album),"Jun 3, 2008",64,6.8,
weezer,Make Believe,"May 10, 2005",52,6.0,
weezer,Maladroit,"May 14, 2002",72,8.1,
weezer,Weezer [2001],"May 15, 2001",73,8.2,
laura gibson,Goners,"Oct 26, 2018",71,tbd,
laura gibson,Empire Builder,"Apr 1, 2016",79,8.7,
