artist,album,year,critic_score,user_score,comment
alessia cara,The Pains of Growing,"Nov 30, 2018",72,8.1,
alessia cara,Know It All,"Nov 13, 2015",70,8.4,
alessia cara,Four Pink Walls [EP],"Aug 28, 2015",74,8.8,
cool uncle,Cool Uncle,"Nov 6, 2015",73,tbd,
jeff lynne's elo,,,,,artist not found!
escort,Animal Nature,"Oct 30, 2015",68,tbd,
kurt cobain,Soaked in Bleach,"Jun 11, 2015",50,8.1,
kurt cobain,Kurt Cobain: Montage of Heck,"Apr 24, 2015",83,7.8,
kurt cobain,Hit So Hard,"Apr 13, 2012",52,7.2,
kurt cobain,Pearl Jam Twenty,"Sep 20, 2011",59,tbd,
kurt cobain,Kurt Cobain About a Son,"Oct 3, 2007",69,7.6,
le1f,Riot Boi,"Nov 13, 2015",78,6.8,
le1f,Fly Zone,"Jan 28, 2013",78,tbd,
"talib kweli, 9th wonder",,,,,artist not found!
"glenn kotche, john luther adams",,,,,artist not found!
pinkish black,,,,,artist not found!
rustie,EVENIFUDONTBELIEVE,"Nov 6, 2015",74,7.7,
rustie,Green Language,"Aug 26, 2014",67,7.1,
rustie,Glass Swords,"Oct 10, 2011",82,8.6,
puff daddy,MMM [Mixtape],"Nov 4, 2015",69,6.9,
kate boy,One,"Nov 6, 2015",74,7.0,
"connan mockasin, devont hynes",,,,,artist not found!
corrections house,,,,,artist not found!
trust fund,Seems Unfair,"Nov 6, 2015",77,tbd,
white widows pact,,,,,artist not found!
oneohtrix point never,Love in the Time of Lexapro [EP],"Nov 23, 2018",76,tbd,
oneohtrix point never,Age Of,"Jun 1, 2018",83,7.9,
oneohtrix point never,Good Time [Original Motion Picture Soundtrack],"Aug 11, 2017",80,8.3,
oneohtrix point never,Garden of Delete,"Nov 13, 2015",79,8.5,
oneohtrix point never,R Plus Seven,"Sep 30, 2013",81,8.4,
oneohtrix point never,Replica,"Nov 8, 2011",80,8.7,
bjrk,Utopia,"Nov 24, 2017",82,7.6,
bjrk,Vulnicura Live,"Jul 22, 2016",79,8.5,
bjrk,Vulnicura Strings,"Nov 6, 2015",80,8.4,
