artist,album,year,critic_score,user_score,comment
little dragon,Machine Dreams,"Oct 20, 2009",74,8.0,
mirah,Changing Light,"May 13, 2014",76,tbd,
mirah,(a)spera,"Mar 10, 2009",82,8.5,
mirah,The Old Days Feeling,"Jul 29, 2008",74,tbd,
mirah,C'Mon Miracle,"May 4, 2004",77,8.6,
sean nicholas savage,Bermuda Waterfall,"May 13, 2014",74,tbd,
sean nicholas savage,Other Life,"May 28, 2013",75,tbd,
kemialliset ystvt,,,,,artist not found!
paws,No Grace,"Jun 17, 2016",76,tbd,
paws,Youth Culture Forever,"May 6, 2014",69,tbd,
paws,Cokefloat!,"Oct 9, 2012",66,tbd,
mike adams at his honest weight,,,,,artist not found!
lily allen,No Shame,"Jun 8, 2018",74,8.1,
lily allen,Sheezus,"May 6, 2014",60,7.0,
lily allen,"It's Not Me, It's You","Feb 10, 2009",71,8.1,
lily allen,"Alright, Still","Jan 30, 2007",79,8.0,
"lee, ar 2",,,,,artist not found!
mark e,Stone Breaker,"May 24, 2011",77,tbd,
nat baldwin,In the Hollows,"Apr 29, 2014",73,tbd,
baths,Romaplasm,"Nov 17, 2017",73,6.8,
baths,Obsidian,"May 28, 2013",76,7.8,
makthaverskan,III,"Oct 20, 2017",79,tbd,
makthaverskan,Makthaverskan II,"May 6, 2014",78,tbd,
sfv acid,,,,,artist not found!
maria minerva,Will Happiness Find Me?,"Sep 4, 2012",77,tbd,
tune yards,I Can Feel You Creep Into My Private Life,"Jan 19, 2018",78,7.4,
tune yards,Nikki Nack,"May 6, 2014",83,8.0,
tune yards,Who Kill,"Apr 19, 2011",86,8.1,
tune yards,BiRd-BrAiNs,"Nov 17, 2009",79,8.7,
the horrors,V,"Sep 22, 2017",87,8.2,
the horrors,Luminous,"May 6, 2014",74,7.3,
the horrors,Skying,"Aug 9, 2011",83,8.1,
the horrors,Primary Colours,"May 5, 2009",82,8.8,
the horrors,Strange House,"May 15, 2007",71,7.9,
young magic,Still Life,"May 13, 2016",70,tbd,
young magic,Breathing Statues,"May 6, 2014",63,tbd,
young magic,Melt,"Feb 14, 2012",67,8.0,
wold,,,,,artist not found!
lykke li,so sad so sexy,"Jun 8, 2018",71,8.1,
lykke li,I Never Learn,"May 6, 2014",77,8.8,
lykke li,Wounded Rhymes,"Mar 1, 2011",83,8.9,
lykke li,Youth Novels,"Aug 19, 2008",75,8.1,
fujiya & miyagi,,,,,artist not found!
papercuts,Parallel Universe Blues,"Oct 19, 2018",77,tbd,
papercuts,Life Among the Savages,"May 6, 2014",73,tbd,
papercuts,Fading Parade,"Mar 1, 2011",71,tbd,
papercuts,You Can Have What You Want,"Apr 14, 2009",73,tbd,
chad vangaalen,Light Information,"Sep 8, 2017",78,tbd,
chad vangaalen,Shrink Dust,"Apr 29, 2014",78,8.1,
chad vangaalen,Diaper Island,"May 17, 2011",79,8.3,
chad vangaalen,Soft Airplane,"Sep 9, 2008",74,8.3,
chad vangaalen,Skelliconnection,"Aug 22, 2006",72,7.4,
chad vangaalen,Infiniheart,"Aug 23, 2005",80,8.5,
silkworm,It'll Be Cool,"Sep 14, 2004",70,tbd,
silkworm,Italian Platinum,"Jun 4, 2002",79,tbd,
"creation rebel, new age steppers",,,,,artist not found!
mincemeat or tenspeed,,,,,artist not found!
ramona lisa,Arcadia,"Apr 29, 2014",69,8.1,
sd laika,That's Harakiri,"Apr 29, 2014",78,8.5,
wovenhand,Star Treatment,"Sep 16, 2016",82,tbd,
wovenhand,Refractory Obdurate,"Apr 29, 2014",86,8.4,
kelis,Food,"Apr 22, 2014",77,8.1,
kelis,Flesh Tone,"Jul 6, 2010",77,8.3,
kelis,Kelis Was Here,"Aug 22, 2006",70,8.2,
kelis,Tasty,"Dec 9, 2003",80,8.8,
fennesz,Agora,"Mar 29, 2019",81,6.7,
fennesz,Edition 1,"Sep 18, 2015",78,6.8,
fennesz,Bécs,"Apr 29, 2014",86,8.3,
fennesz,Flumina,"Dec 5, 2011",76,tbd,
fennesz,Knoxville,"Aug 24, 2010",75,tbd,
fennesz,Black Sea,"Nov 24, 2008",80,8.8,
fennesz,Venice,"Mar 22, 2004",82,8.0,
pink mountaintops,Get Back,"Apr 29, 2014",74,tbd,
pink mountaintops,Outside Love,"May 5, 2009",75,8.0,
pink mountaintops,Axis Of Evol,"Mar 7, 2006",75,tbd,
survival knife,,,,,artist not found!
the moles,Tonight's Music,"Aug 12, 2016",80,tbd,
good willsmith,,,,,artist not found!
damon albarn,Everyday Robots,"Apr 29, 2014",76,8.2,
damon albarn,Parklive,"Dec 4, 2012",85,8.6,
damon albarn,The Bravest Man in the Universe,"Jun 12, 2012",80,8.0,
damon albarn,Dr. Dee,"May 8, 2012",64,7.3,
damon albarn,Rocket Juice & the Moon,"Mar 26, 2012",71,6.6,
damon albarn,Democrazy,"Dec 8, 2003",45,7.8,
jacques greene,Feel Infinite,"Mar 24, 2017",79,7.0,
thee silver mt. zion memorial orchestra,,,,,artist not found!
"gucci mane, young thug",,,,,artist not found!
larry heard,,,,,artist not found!
jesse boykins iii,,,,,artist not found!
a minor forest,,,,,artist not found!
old wainds,,,,,artist not found!
doss,,,,,artist not found!
pharoahe monch,P.T.S.D.: Post Traumatic Stress Disorder,"Apr 15, 2014",78,8.5,
pharoahe monch,W.A.R. (We Are Renegades),"Mar 22, 2011",77,8.1,
pharoahe monch,Desire,"Jun 26, 2007",79,8.7,
final conflict,,,,,artist not found!
heterotic,Weird Drift,"Apr 22, 2014",69,tbd,
heterotic,Love & Devotion,"Apr 2, 2013",65,tbd,
david lynch,Lucky,"Sep 29, 2017",80,tbd,
david lynch,Blue Velvet Revisited,"Jul 14, 2017",tbd,tbd,
david lynch,David Lynch: The Art Life,"Mar 31, 2017",75,8.3,
david lynch,Rooted in Peace,"Dec 2, 2016",tbd,tbd,
david lynch,Brand: A Second Coming,"Sep 25, 2015",63,2.1,
david lynch,Harry Dean Stanton: Partly Fiction,"Sep 13, 2013",75,6.0,
david lynch,Great Directors,"Jul 2, 2010",49,5.0,
david lynch,"My Son, My Son, What Have Ye Done","Dec 11, 2009",59,5.9,
david lynch,Surveillance,"Jun 26, 2009",31,5.5,
david lynch,Lynch,"Oct 26, 2007",67,8.4,
david lynch,Inland Empire,"Dec 6, 2006",72,7.4,
david lynch,Mulholland Dr.,"Oct 12, 2001",83,6.9,
david lynch,The Straight Story,"Oct 15, 1999",86,8.4,
david lynch,Lost Highway,"Feb 21, 1997",52,8.0,
david lynch,Nadja,"Sep 1, 1995",64,tbd,
david lynch,Twin Peaks: Fire Walk with Me,"Aug 28, 1992",28,8.0,
david lynch,Wild at Heart,"Aug 12, 1990",52,6.6,
david lynch,Blue Velvet,"Sep 19, 1986",76,7.9,
david lynch,Dune,"Dec 14, 1984",40,6.8,
david lynch,The Elephant Man,"Oct 10, 1980",77,8.9,
david lynch,Eraserhead,"Feb 3, 1978",87,7.9,
tourist,U,"May 6, 2016",78,7.3,
lcd soundsystem,Electric Lady Sessions,"Feb 8, 2019",84,8.6,
lcd soundsystem,American Dream,"Sep 1, 2017",86,8.4,
lcd soundsystem,The Long Goodbye: Live at Madison Square Garden,"May 19, 2014",75,8.5,
lcd soundsystem,The London Sessions,"Jan 24, 2011",81,8.4,
lcd soundsystem,This Is Happening,"May 18, 2010",84,8.6,
lcd soundsystem,45:33,"Nov 13, 2007",86,7.8,
lcd soundsystem,Sound Of Silver,"Mar 20, 2007",86,8.6,
lcd soundsystem,LCD Soundsystem,"Feb 15, 2005",86,8.0,
floor,Oblation,"Apr 29, 2014",77,tbd,
life without buildings,,,,,artist not found!
"j. spaceman, kid millions",,,,,artist not found!
sza,CTRL,"Jun 9, 2017",86,8.7,
sza,Z [EP],"Apr 8, 2014",66,8.6,
lockah,,,,,artist not found!
plague vendor,By Night,"Jun 7, 2019",71,tbd,
plague vendor,Bloodsweat,"Mar 25, 2016",78,tbd,
plague vendor,Free To Eat,"Apr 15, 2014",81,tbd,
duck sauce,Quack,"Apr 15, 2014",76,8.1,
"davinci, sweet valley",,,,,artist not found!
for against,,,,,artist not found!
slint,Spiderland [Box Set],"Apr 15, 2014",99,8.8,
jessica lea mayfield,Sorry Is Gone,"Sep 29, 2017",84,tbd,
jessica lea mayfield,Seth Avett and Jessica Lea Mayfield Sing Elliott Smith,"Mar 17, 2015",67,tbd,
jessica lea mayfield,Make My Head Sing...,"Apr 15, 2014",69,tbd,
jessica lea mayfield,Tell Me,"Feb 8, 2011",73,8.2,
dj q,,,,,artist not found!
wyrd visions,,,,,artist not found!
bikini kill,Queercore: How to Punk a Revolution,"Sep 28, 2018",tbd,tbd,
chet faker,Run Fast Sleep Naked,"Apr 26, 2019",67,tbd,
chet faker,Built on Glass,"Apr 15, 2014",75,7.9,
oram,Urals,"May 12, 2015",79,tbd,
oram,Coracle,"Sep 27, 2011",78,tbd,
howler,World of Joy,"Mar 25, 2014",66,tbd,
howler,America Give Up,"Jan 16, 2012",68,7.2,
the both,The  Both,"Apr 15, 2014",79,7.1,
amps for christ,,,,,artist not found!
ghetto ghouls,,,,,artist not found!
impetuous ritual,,,,,artist not found!
"girl talk, freeway",,,,,artist not found!
school of language,45,"Jul 26, 2019",73,tbd,
school of language,Old Fears,"Apr 8, 2014",78,tbd,
downliners sekt,,,,,artist not found!
deleted scenes,Lithium Burn,"Apr 15, 2014",74,tbd,
triptykon,Melana Chasmata,"Apr 15, 2014",82,tbd,
