artist,album,year,critic_score,user_score,comment
the prodigy,No Tourists,"Nov 2, 2018",66,6.6,
the prodigy,The Day Is My Enemy,"Mar 31, 2015",67,7.3,
the prodigy,Invaders Must Die,"Mar 3, 2009",60,8.7,
the prodigy,"Always Outnumbered, Never Outgunned","Sep 14, 2004",53,7.1,
fllakzoid,,,,,artist not found!
madeon,,,,,artist not found!
laura marling,Semper Femina,"Mar 10, 2017",85,8.0,
laura marling,Short Movie,"Mar 24, 2015",81,8.1,
laura marling,Once I Was an Eagle,"May 28, 2013",86,8.6,
laura marling,A Creature I Don't Know,"Sep 13, 2011",82,8.6,
laura marling,I Speak Because I Can,"Apr 6, 2010",81,8.9,
laura marling,"Alas, I Cannot Swim","Aug 19, 2008",73,8.4,
ratking,So It Goes,"Apr 8, 2014",78,8.5,
thursday,No Devolucion,"Apr 12, 2011",88,8.6,
thursday,Common Existence,"Feb 17, 2009",72,8.6,
thursday,A City By The Light Divided,"May 2, 2006",75,8.2,
liturgy,The Ark Work,"Mar 24, 2015",63,7.7,
liturgy,Aesthethica,"May 10, 2011",72,8.3,
scuba,Fabric 90,"Oct 21, 2016",78,tbd,
scuba,Claustrophobia,"Mar 23, 2015",80,8.6,
scuba,Personality,"Mar 6, 2012",75,7.0,
scuba,DJ-Kicks,"Oct 25, 2011",80,tbd,
anasazi,,,,,artist not found!
jesse malin,Sunset Kids,"Aug 30, 2019",81,tbd,
jesse malin,New York Before the War,"Mar 31, 2015",71,tbd,
jesse malin,On Your Sleeve,"Oct 28, 2008",61,tbd,
jesse malin,Glitter In The Gutter,"Mar 20, 2007",67,6.9,
jesse malin,The Heat,"Jun 29, 2004",76,7.6,
jesse malin,The Fine Art of Self-Destruction,"Jan 28, 2003",84,tbd,
chilly gonzales,Solo Piano III,"Sep 7, 2018",84,tbd,
chilly gonzales,Room 29,"Mar 17, 2017",70,7.5,
chilly gonzales,Chambers,"Mar 24, 2015",72,tbd,
chilly gonzales,Solo Piano II,"Aug 28, 2012",73,tbd,
chilly gonzales,Ivory Tower,"Sep 14, 2010",68,tbd,
action bronson,Blue Chips 7000,"Aug 25, 2017",76,7.5,
action bronson,Mr. Wonderful,"Mar 24, 2015",77,7.5,
action bronson,Saaab Stories [EP],"Jun 11, 2013",71,7.4,
action bronson,Rare Chandeliers [Mixtape],"Nov 15, 2012",74,7.8,
action bronson,Well-Done,"Nov 22, 2011",79,7.7,
jam city,Dream a Garden,"Mar 24, 2015",78,tbd,
chastity belt,Chastity Belt,"Sep 20, 2019",77,tbd,
chastity belt,I Used to Spend So Much Time Alone,"Jun 2, 2017",79,7.1,
chastity belt,Time to Go Home,"Mar 24, 2015",78,8.8,
the cribs,24-7 Rockstar Shit,"Aug 11, 2017",68,7.8,
the cribs,For All My Sisters,"Mar 24, 2015",74,7.2,
the cribs,In the Belly of the Brazen Bull,"May 15, 2012",69,7.9,
the cribs,Ignore The Ignorant,"Nov 10, 2009",75,8.2,
the cribs,"Men's Needs, Women's Needs, Whatever","Jul 17, 2007",75,8.5,
earl sweatshirt,Some Rap Songs,"Nov 30, 2018",86,8.5,
