artist,album,year,critic_score,user_score,comment
psapp,The Only Thing I Ever Wanted,"Jun 6, 2006",70,tbd,
psapp,Tiger My Friend,"Nov 2, 2004",78,8.7,
speck mountain,Badwater,"Jan 22, 2013",71,tbd,
speck mountain,Some Sweet Relief,"Mar 17, 2009",66,tbd,
"dj quik, kurupt",,,,,artist not found!
black meteoric star,,,,,artist not found!
pocahaunted,,,,,artist not found!
el b,,,,,artist not found!
gregor samsa,,,,,artist not found!
i was a king,Old Friends,"Jan 25, 2011",66,tbd,
i was a king,I Was A King,"Apr 7, 2009",70,tbd,
tiny masters of today,Skeletons,"Jun 16, 2009",63,tbd,
rhett miller,The Messenger,"Nov 9, 2018",66,tbd,
rhett miller,The  Traveler,"May 12, 2015",77,tbd,
rhett miller,The Dreamer,"Jun 5, 2012",74,tbd,
rhett miller,"The Grand Theatre, Vol. 1","Oct 12, 2010",74,tbd,
rhett miller,Rhett Miller,"Jun 9, 2009",76,tbd,
rhett miller,The Believer,"Feb 28, 2006",64,8.3,
rhett miller,The Instigator,"Sep 24, 2002",70,8.6,
client,City,"Sep 21, 2004",60,tbd,
client,Client,"Aug 26, 2003",52,tbd,
tim exile,Listening Tree,"Mar 17, 2009",62,tbd,
gregg kowalsky,L'Orange L'Orange,"Nov 10, 2017",77,tbd,
gregg kowalsky,Tape Chants,"Jun 9, 2009",68,tbd,
jonathan johansson,,,,,artist not found!
busdriver,Perfect Hair,"Sep 9, 2014",74,7.9,
busdriver,Beaus$eros,"Feb 21, 2012",62,tbd,
busdriver,Jhelli Beam,"Jun 9, 2009",74,tbd,
busdriver,Roadkill Overcoat,"Jan 30, 2007",68,8.0,
busdriver,Fear Of A Black Tangent,"Feb 22, 2005",78,7.6,
the sounds,Something to Die For,"Mar 29, 2011",54,tbd,
the sounds,Crossing The Rubicon,"Jun 2, 2009",57,8.1,
the sounds,Dying To Say This To You,"Mar 21, 2006",68,8.6,
the curious mystery,,,,,artist not found!
cortney tidwell,,,,,artist not found!
xasthur,,,,,artist not found!
the warlocks,Songs from the Pale Eclipse,"Sep 2, 2016",61,tbd,
the warlocks,Skull Worship,"Nov 26, 2013",68,tbd,
the warlocks,The Mirror Explodes,"May 19, 2009",59,tbd,
the warlocks,Surgery,"Aug 23, 2005",61,5.8,
the warlocks,The Phoenix Album,"Nov 12, 2002",66,tbd,
