artist,album,year,critic_score,user_score,comment
albert hammond jr.,Momentary Masters,"Jul 31, 2015",69,8.2,
albert hammond jr.,AHJ [EP],"Oct 8, 2013",73,8.6,
albert hammond jr.,Como te Llama,"Jul 8, 2008",64,8.4,
albert hammond jr.,Yours To Keep,"Mar 6, 2007",72,8.5,
alessandro cortini,Risveglio,"Aug 7, 2015",75,tbd,
r. andrew lee,,,,,artist not found!
sweet cobra,,,,,artist not found!
julio bashmore,Knockin' Boots,"Jul 10, 2015",79,8.5,
lianne la havas,Blood,"Jul 31, 2015",72,8.4,
lianne la havas,Is Your Love Big Enough?,"Aug 7, 2012",75,8.5,
adult mom,,,,,artist not found!
ricked wicky,I Sell the Circus,"Feb 3, 2015",67,tbd,
public enemy,Nothing Is Quick In The Desert,"Jun 30, 2017",71,7.7,
public enemy,Man Plans God Laughs,"Jul 24, 2015",70,5.5,
public enemy,The Evil Empire of Everything,"Nov 6, 2012",76,tbd,
public enemy,How You Sell Soul to a Soulless People Who Sold Their Soul?,"Aug 7, 2007",71,8.0,
public enemy,Revolverlution,"Jul 23, 2002",65,8.5,
lamb of god,VII: Sturm und Drang,"Jul 24, 2015",73,8.4,
lamb of god,Resolution,"Jan 24, 2012",72,8.4,
lamb of god,Wrath,"Feb 24, 2009",74,8.8,
illfightyou,,,,,artist not found!
dj roc,,,,,artist not found!
ms mr,How Does It Feel,"Jul 17, 2015",62,7.0,
ms mr,Secondhand Rapture,"May 14, 2013",60,7.9,
gwenno,Le Kov,"Mar 2, 2018",81,7.5,
gwenno,Y Dydd Olaf,"Jul 31, 2015",83,8.3,
earthly,,,,,artist not found!
watkins family hour,Watkins Family Hour,"Jul 24, 2015",76,tbd,
"kool keith, l'orange",,,,,artist not found!
mario diaz de leon,,,,,artist not found!
j fernandez,Many Levels of Laughter,"Jun 9, 2015",77,6.5,
locrian,Infinite Dissolution,"Jul 24, 2015",83,tbd,
locrian,Return to Annihilation,"Jun 25, 2013",80,7.8,
tearjerker,,,,,artist not found!
spraynard,Mable,"Jul 10, 2015",75,tbd,
strange wilds,Subjective Concepts,"Jul 24, 2015",67,tbd,
sly and the family stone,,,,,artist not found!
mas ysa,Seraph,"Jul 24, 2015",69,tbd,
mas ysa,Worth [EP],"Feb 4, 2014",72,tbd,
ashley monroe,Sparrow,"Apr 20, 2018",86,6.7,
ashley monroe,The Blade,"Jul 24, 2015",86,8.1,
ashley monroe,Like a Rose,"Mar 5, 2013",89,7.2,
white reaper,The World's Best American Band,"Apr 7, 2017",79,7.8,
white reaper,White Reaper Does It Again,"Jul 17, 2015",77,8.1,
snooty garbagemen,,,,,artist not found!
wavves x cloud nothings,,,,,artist not found!
ducktails,Jersey Devil,"Oct 6, 2017",72,7.2,
ducktails,St. Catherine,"Jul 24, 2015",73,7.5,
ducktails,Wish Hotel [EP],"Nov 5, 2013",60,tbd,
ducktails,The Flower Lane,"Jan 29, 2013",72,7.8,
ducktails,Ducktails III: Arcade Dynamics,"Jan 18, 2011",67,7.9,
fox millions duo,Lost Time,"Jul 24, 2015",76,tbd,
bad bad hats,,,,,artist not found!
sassyblack,,,,,artist not found!
ratatat,Magnifique,"Jul 17, 2015",70,7.8,
ratatat,LP4,"Jun 8, 2010",68,7.9,
ratatat,LP3,"Jul 8, 2008",71,7.7,
ratatat,Classics,"Aug 22, 2006",69,8.4,
ratatat,Ratatat,"Apr 20, 2004",72,8.3,
years & years,,,,,artist not found!
seven davis jr.,,,,,artist not found!
ty money,,,,,artist not found!
the chemical brothers,No Geography,"Apr 12, 2019",79,8.1,
the chemical brothers,Born In The Echoes,"Jul 17, 2015",72,6.6,
the chemical brothers,Don't Think,"Mar 26, 2012",tbd,tbd,
the chemical brothers,Further,"Jun 22, 2010",70,8.1,
the chemical brothers,Brotherhood,"Sep 2, 2008",73,8.3,
the chemical brothers,We Are The Night,"Jul 17, 2007",67,6.5,
the chemical brothers,Push The Button,"Jan 25, 2005",71,8.1,
the chemical brothers,Come With Us,"Jan 29, 2002",72,8.4,
"ben bridwell, iron & wine",,,,,artist not found!
container,LP [2018],"Jun 29, 2018",76,tbd,
container,LP [2015],"Jun 9, 2015",83,tbd,
container,LP [2012],"Dec 4, 2012",80,tbd,
self defense family,Have You Considered Punk Music,"Jun 29, 2018",77,tbd,
self defense family,Try Me,"Jan 7, 2014",81,6.0,
jason isbell,Fever Breaks,"Apr 26, 2019",75,5.4,
jason isbell,Something More Than Free,"Jul 17, 2015",87,8.1,
jason isbell,Southeastern,"Jun 11, 2013",87,8.4,
jason isbell,Sirens of the Ditch,"Jul 10, 2007",78,8.7,
the alchemist,Fetti [EP],"Oct 31, 2018",86,8.1,
the alchemist,You Disgust Me,"Aug 7, 2015",70,tbd,
the alchemist,Lord Steppington,"Jan 21, 2014",79,7.4,
the alchemist,Albert Einstein,"Jun 11, 2013",73,tbd,
the alchemist,Rare Chandeliers [Mixtape],"Nov 15, 2012",74,7.8,
the alchemist,Russian Roulette,"Jul 17, 2012",76,8.2,
the alchemist,Covert Coup,"Apr 20, 2011",80,8.6,
the alchemist,Chemical Warfare,"Jul 7, 2009",83,5.6,
nadastrom,,,,,artist not found!
tame impala,Currents,"Jul 17, 2015",84,8.7,
tame impala,Lonerism,"Oct 9, 2012",88,8.9,
veruca salt,Ghost Notes,"Jul 10, 2015",78,8.0,
karin krog,,,,,artist not found!
negative scanner,,,,,artist not found!
peacers,Peacers,"Jul 17, 2015",79,tbd,
envy,Recitation,"Oct 12, 2010",81,tbd,
duke ellington,Reminiscing in Tempo,"Dec 15, 2006",tbd,tbd,
lil wayne,Tha Carter V,"Sep 28, 2018",72,8.0,
lil wayne,FWA (Free Weezy Album),"Jul 4, 2015",61,7.4,
lil wayne,Sorry 4 The Wait 2 [Mixtape],"Jan 20, 2015",60,5.7,
lil wayne,I Am Not a Human Being II,"Mar 26, 2013",51,3.6,
lil wayne,Dedication 4 [Mixtape],"Oct 23, 2012",60,5.4,
lil wayne,Tha Carter IV,"Aug 29, 2011",60,4.8,
lil wayne,Sorry 4 the Wait,"Jul 13, 2011",65,5.6,
lil wayne,I Am Not a Human Being,"Oct 12, 2010",67,4.9,
lil wayne,Rebirth,"Feb 2, 2010",37,3.2,
lil wayne,Tha Carter III,"Jun 10, 2008",84,7.1,
the internet,Hive Mind,"Jul 20, 2018",83,8.0,
the internet,Ego Death,"Jun 29, 2015",81,8.5,
the internet,Feel Good,"Sep 24, 2013",69,7.8,
the internet,Purple Naked Ladies,"Jan 31, 2012",55,6.9,
the velvet teen,All Is Illusory,"Jun 30, 2015",62,tbd,
creepoid,Cemetery Highrise Slum,"Jun 23, 2015",68,tbd,
the tough alliance,,,,,artist not found!
statik selektah,Lucky 7,"Jul 10, 2015",69,8.0,
statik selektah,What Goes Around,"Aug 19, 2014",84,7.7,
statik selektah,Extended Play,"Jun 18, 2013",83,7.9,
statik selektah,Stereotype,"Aug 14, 2012",81,tbd,
statik selektah,Well-Done,"Nov 22, 2011",79,7.7,
beatking,,,,,artist not found!
flesh world,,,,,artist not found!
ghostface killah & adrian younge,,,,,artist not found!
rp boo,I'll Tell You What!,"Jul 6, 2018",79,tbd,
rp boo,"Fingers, Bank Pads and Shoe Prints","Jun 30, 2015",75,tbd,
rp boo,Legacy,"May 28, 2013",77,tbd,
ecstatic vision,,,,,artist not found!
ezra furman,Twelve Nudes,"Aug 30, 2019",80,8.2,
ezra furman,Transangelic Exodus,"Feb 9, 2018",85,7.9,
ezra furman,Big Fugitive Life [EP],"Aug 26, 2016",72,tbd,
ezra furman,Perpetual Motion People,"Jul 10, 2015",80,8.4,
ezra furman,The  Year of No Returning,"Jul 16, 2013",78,tbd,
lee bannon,Pattern of Excel,"Jul 10, 2015",69,tbd,
lee bannon,Alternate/Endings,"Dec 9, 2013",79,tbd,
four tet,New Energy,"Sep 29, 2017",86,8.1,
four tet,Morning/Evening,"Jul 10, 2015",77,6.6,
four tet,Beautiful Rewind,"Oct 15, 2013",79,7.8,
four tet,Pink,"Aug 20, 2012",79,7.8,
four tet,Fabriclive 59,"Sep 19, 2011",79,tbd,
four tet,There Is Love In You,"Jan 26, 2010",82,8.1,
four tet,Ringer,"May 6, 2008",75,8.5,
four tet,Everything Ecstatic,"May 31, 2005",77,7.7,
four tet,Rounds,"May 6, 2003",89,8.4,
four tet,Pause,"Oct 2, 2001",85,8.6,
matrixxman,Homesick,"Jul 10, 2015",76,tbd,
heather woods broderick,Invitation,"Apr 19, 2019",76,tbd,
heather woods broderick,Glider,"Jul 10, 2015",75,tbd,
active child,Mercy,"Jun 16, 2015",74,6.9,
active child,Rapor [EP],"Oct 22, 2013",70,7.8,
active child,You Are All I See,"Aug 23, 2011",77,8.8,
miguel,War & Leisure,"Dec 1, 2017",81,7.6,
miguel,Wildheart,"Jun 29, 2015",84,8.4,
miguel,Kaleidoscope Dream,"Oct 2, 2012",86,8.6,
class actress,Rapprocher,"Oct 18, 2011",69,8.7,
