artist,album,year,critic_score,user_score,comment
little brother,May the Lord Watch,"Aug 20, 2019",86,tbd,
we have band,Movements,"Apr 28, 2014",83,8.2,
we have band,Ternion,"Feb 28, 2012",68,tbd,
the sight below,Glider,"Nov 11, 2008",76,tbd,
the nels cline singers,,,,,artist not found!
harlan t. bobo,,,,,artist not found!
"murs, 9th wonder",,,,,artist not found!
cibelle,,,,,artist not found!
priestess,Prior To The Fire,"Feb 2, 2010",68,7.4,
blind man's colour,,,,,artist not found!
"roky erickson, okkervil river",,,,,artist not found!
thomas fehlmann,,,,,artist not found!
sally seltmann,,,,,artist not found!
to rococo rot,Instrument,"Jul 21, 2014",74,tbd,
to rococo rot,Hotel Morgen,"May 18, 2004",72,tbd,
to rococo rot,Music Is A Hungry Ghost,"May 8, 2001",73,7.8,
young jazz rebels,,,,,artist not found!
"ghostface killah, raekwon, method man",,,,,artist not found!
the bundles,The Bundles,"Mar 9, 2010",58,tbd,
"david byrne, fatboy slim",,,,,artist not found!
matt pond pa,The  Lives Inside the Lines in Your Hand,"Feb 5, 2013",65,tbd,
matt pond pa,Two Matchsticks,"Jun 7, 2011",76,tbd,
matt pond pa,The Dark Leaves,"Apr 13, 2010",56,8.0,
matt pond pa,Last Light,"Sep 25, 2007",64,8.3,
matt pond pa,Several Arrows Later,"Oct 11, 2005",72,8.6,
matt pond pa,Emblems,"May 18, 2004",70,8.9,
nice nice,,,,,artist not found!
janka nabay,En Yay Sah,"Aug 7, 2012",81,tbd,
janka nabay,An Letah [EP],"Mar 19, 2012",82,tbd,
doves,Kingdom Of Rust,"Apr 7, 2009",77,8.8,
doves,Some Cities,"Mar 1, 2005",72,8.2,
doves,The Last Broadcast,"Jun 4, 2002",85,8.8,
growing,Pumps!,"Apr 6, 2010",75,tbd,
growing,All The Way,"Sep 9, 2008",63,tbd,
harlem,Hippies,"Apr 6, 2010",70,8.8,
savath y savalas,,,,,artist not found!
tunng,Songs You Make at Night,"Aug 24, 2018",82,tbd,
tunng,Turbines,"Jun 18, 2013",73,tbd,
tunng,This Is Tunng... Live From The BBC,"Dec 5, 2011",74,tbd,
tunng,...And Then We Saw Land,"Apr 6, 2010",74,tbd,
tunng,Good Arrows,"Sep 25, 2007",75,7.8,
mike swoop,,,,,artist not found!
emma pollock,In Search of Harperfield,"Feb 26, 2016",83,7.0,
emma pollock,The Law Of Large Numbers,"Mar 2, 2010",72,tbd,
emma pollock,Watch The Fireworks,"Sep 11, 2007",71,tbd,
christy & emily,,,,,artist not found!
turin brakes,Invisible Storm,"Jan 26, 2018",57,7.3,
turin brakes,Lost Property,"Jan 29, 2016",78,tbd,
turin brakes,We Were Here,"Oct 1, 2013",79,tbd,
turin brakes,Outbursts,"Mar 30, 2010",66,tbd,
turin brakes,Dark On Fire,"Sep 17, 2007",63,6.8,
turin brakes,JackInABox,"Jun 7, 2005",62,7.4,
turin brakes,Ether Song,"Mar 11, 2003",70,8.8,
turin brakes,The Optimist LP,"May 1, 2001",76,8.5,
the society of rockets,,,,,artist not found!
black tambourine,OneTwoThreeFour [EP],"May 15, 2012",67,tbd,
black tambourine,Black Tambourine,"Mar 30, 2010",88,7.5,
lali puna,Our Inventions,"Apr 27, 2010",72,tbd,
lali puna,"I Thought I Was Over That: Rare, Remixed And B-Sides","Jun 28, 2005",67,tbd,
lali puna,Faking The Books,"Apr 20, 2004",83,8.2,
sin ropas,,,,,artist not found!
the deadly syndrome,,,,,artist not found!
mimicking birds,,,,,artist not found!
native,,,,,artist not found!
galaxie 500,Peel Sessions,"Nov 22, 2005",76,tbd,
amanaz,,,,,artist not found!
white mystery,,,,,artist not found!
mulatu astatke,,,,,artist not found!
sweet apple,The Golden Age of Glitter,"Apr 8, 2014",81,tbd,
sweet apple,Love & Desperation,"Apr 20, 2010",69,tbd,
the white stripes,Under Great White Northern Lights [Live],"Mar 16, 2010",78,8.7,
the white stripes,Icky Thump,"Jun 19, 2007",80,8.7,
the white stripes,Get Behind Me Satan,"Jun 7, 2005",81,8.3,
the white stripes,Elephant,"Apr 1, 2003",92,8.6,
the white stripes,White Blood Cells,"Jul 3, 2001",86,8.8,
ben sollee and daniel martin moore,,,,,artist not found!
"liliput, kleenex",,,,,artist not found!
love is all,Two Thousand And Ten Injuries,"Mar 23, 2010",74,tbd,
love is all,A Hundred Things Keep Me Up At Night,"Nov 11, 2008",78,8.0,
inspectah deck,Czarface Meets Ghostface,"Feb 15, 2019",72,8.5,
inspectah deck,Every Hero Needs a Villain,"Jun 16, 2015",79,7.3,
inspectah deck,Czarface,"Feb 19, 2013",77,8.2,
inspectah deck,Manifesto,"Mar 23, 2010",62,tbd,
the kissaway trail,Breach,"Aug 20, 2013",71,tbd,
