artist,album,year,critic_score,user_score,comment
mgmt,Congratulations,"Apr 13, 2010",72,8.2,
mgmt,Oracular Spectacular,"Jan 22, 2008",76,8.5,
daedelus,Drown Out,"Sep 17, 2013",66,tbd,
daedelus,Bespoke,"Apr 26, 2011",72,tbd,
daedelus,Denies The Day's Demise,"May 9, 2006",80,tbd,
daedelus,Exquisite Corpse,"Mar 15, 2005",66,tbd,
daedelus,Invention,"May 7, 2002",76,tbd,
lake,,,,,artist not found!
goldfrapp,Silver Eye,"Mar 31, 2017",74,7.8,
goldfrapp,Tales of Us,"Sep 10, 2013",75,8.8,
goldfrapp,The Singles,"Feb 7, 2012",85,8.4,
goldfrapp,Head First,"Mar 23, 2010",68,8.4,
goldfrapp,Seventh Tree,"Feb 26, 2008",78,8.4,
goldfrapp,Supernature,"Mar 7, 2006",79,8.3,
goldfrapp,Black Cherry,"May 6, 2003",72,8.3,
j zone,,,,,artist not found!
arctic monkeys,Tranquility Base Hotel + Casino,"May 11, 2018",76,7.1,
arctic monkeys,AM,"Sep 10, 2013",81,8.5,
arctic monkeys,Suck It and See,"Jun 7, 2011",74,7.9,
arctic monkeys,Humbug,"Aug 25, 2009",75,8.4,
arctic monkeys,Favourite Worst Nightmare,"Apr 24, 2007",82,8.5,
arctic monkeys,"Whatever People Say I Am, That's What I'm Not","Feb 21, 2006",82,8.1,
carcass,Surgical Steel,"Sep 17, 2013",86,8.7,
terry malts,Nobody Realizes This Is Nowhere,"Sep 10, 2013",70,tbd,
terry malts,Killing Time,"Feb 21, 2012",59,tbd,
janelle mone,,,,,artist not found!
man man,On Oni Pond,"Sep 10, 2013",73,7.8,
man man,Life Fantastic,"May 10, 2011",77,8.5,
man man,Rabbit Habits,"Apr 8, 2008",74,8.8,
man man,Six Demon Bag,"Feb 21, 2006",79,8.6,
elizabeth morris,,,,,artist not found!
emily reo,,,,,artist not found!
califone,Stitches,"Sep 3, 2013",82,8.0,
califone,All My Friends Are Funeral Singers,"Oct 6, 2009",78,8.2,
califone,Roots & Crowns,"Oct 10, 2006",77,8.7,
califone,Heron King Blues,"Jan 20, 2004",74,8.8,
califone,Quicksand / Cradlesnakes,"Mar 18, 2003",86,8.8,
goodie mob,Age Against the Machine,"Aug 27, 2013",74,tbd,
mm,,,,,artist not found!
the stepkids,Troubadour,"Sep 10, 2013",76,tbd,
the stepkids,The  Stepkids,"Sep 27, 2011",74,tbd,
richard youngs,Belief,"Mar 2, 2018",84,tbd,
richard youngs,The Rest Is Scenery,"Dec 9, 2016",72,tbd,
richard youngs,Summer Through My Mind,"Sep 3, 2013",72,tbd,
richard youngs,Amplifying Host,"Jul 19, 2011",72,tbd,
richard youngs,Under Stellar Stream,"Oct 20, 2009",76,tbd,
the howling wind,,,,,artist not found!
jackson and his computerband,Glow,"Sep 3, 2013",69,tbd,
neko case,Hell-On,"Jun 1, 2018",85,7.7,
neko case,case/lang/veirs,"Jun 17, 2016",83,7.9,
neko case,Brill Bruisers,"Aug 26, 2014",79,8.4,
neko case,"The  Worse Things Get, the Harder I Fight, the Harder I Fight, the More I Love You","Sep 3, 2013",84,8.1,
neko case,Middle Cyclone,"Mar 3, 2009",79,8.7,
neko case,Fox Confessor Brings The Flood,"Mar 7, 2006",85,8.8,
neko case,The Tigers Have Spoken,"Nov 9, 2004",80,8.2,
neko case,Blacklisted,"Aug 20, 2002",82,8.6,
jonathan rado,Los Angeles Police Department,"Apr 28, 2017",80,tbd,
jonathan rado,Law and Order,"Sep 3, 2013",62,tbd,
jonathan rado,We Are the 21st Century Ambassadors of Peace & Magic,"Jan 22, 2013",80,8.6,
pink frost,,,,,artist not found!
volcano choir,Repave,"Sep 3, 2013",77,8.7,
volcano choir,Unmap,"Sep 22, 2009",71,7.4,
king khan and the shrines,,,,,artist not found!
roky erickson,You're Gonna Miss Me,"Jun 8, 2007",64,7.0,
richard buckner,Surrounded,"Sep 3, 2013",74,tbd,
richard buckner,Our Blood,"Aug 2, 2011",79,tbd,
richard buckner,Meadow,"Sep 12, 2006",76,7.8,
richard buckner,Dents And Shells,"Oct 12, 2004",77,7.9,
john wizards,John Wizards,"Sep 3, 2013",81,8.8,
holograms,Forever,"Sep 3, 2013",72,tbd,
holograms,Holograms,"Jul 10, 2012",71,tbd,
icarus line,,,,,artist not found!
marcos cabral,,,,,artist not found!
golden suits,Golden Suits,"Aug 20, 2013",70,tbd,
vasaeleth,,,,,artist not found!
