artist,album,year,critic_score,user_score,comment
z ro,,,,,artist not found!
pauline oliveros,NaissanceE (PC),"Feb 13, 2014",66,7.0,
jamila woods,LEGACY! LEGACY!,"May 10, 2019",89,8.0,
jamila woods,HEAVN,"Oct 6, 2017",83,8.3,
dreezy,No Hard Feelings,"Jul 22, 2016",73,7.8,
max romeo,,,,,artist not found!
johnny foreigner,Mono No Aware,"Jul 8, 2016",83,tbd,
johnny foreigner,You Can Do Better,"Mar 10, 2014",65,tbd,
johnny foreigner,Johnny Foreigner vs Everything,"Dec 6, 2011",66,tbd,
ian william craig,Thresholder,"Nov 2, 2018",82,tbd,
ian william craig,Slow Vessels,"May 5, 2017",72,tbd,
ian william craig,Centres,"Jul 8, 2016",86,7.5,
abra,Assassination Nation,"Sep 21, 2018",56,6.4,
towkio,The Tonight Show Starring Jimmy Fallon: Season 5,"Sep 25, 2017",tbd,tbd,
wreck and reference,,,,,artist not found!
badbadnotgood,Late Night Tales,"Jul 28, 2017",85,tbd,
badbadnotgood,IV,"Jul 8, 2016",77,8.5,
badbadnotgood,Sour Soul,"Feb 24, 2015",76,7.7,
badbadnotgood,III,"May 6, 2014",72,8.7,
mstrkrft,Operator,"Jul 22, 2016",55,tbd,
mstrkrft,Fist Of God,"Mar 17, 2009",58,7.0,
mstrkrft,The Looks,"Jul 18, 2006",62,5.9,
pylon,Pylon Live,"Jul 29, 2016",84,tbd,
wolfgang tillmans,If One Thing Matters: A Film About Wolfgang Tillmans,"Sep 18, 2009",16,tbd,
clams casino,32 Levels,"Jul 15, 2016",76,7.2,
clams casino,Rainforest,"Jul 5, 2011",75,8.3,
elysia crampton,Elysia Crampton,"Apr 27, 2018",83,tbd,
elysia crampton,Demon City,"Jul 22, 2016",88,7.2,
camp cope,How to Socialise & Make Friends,"Mar 2, 2018",82,7.7,
shackleton,Music For the Quiet Hour/The Drawbar Organ EPs,"Dec 4, 2012",87,7.2,
shackleton,Pinch & Shackleton,"Dec 6, 2011",84,tbd,
konx om pax,Regional Surrealism,"Jul 31, 2012",64,tbd,
the julie ruin,Hit Reset,"Jul 8, 2016",78,8.3,
the julie ruin,Run Fast,"Sep 3, 2013",80,tbd,
migos,Culture II,"Jan 26, 2018",69,4.5,
migos,C U L T U R E,"Jan 27, 2017",79,7.3,
migos,Yung Rich Nation,"Jul 31, 2015",67,6.2,
mark barrott,,,,,artist not found!
shura,Forevher,"Aug 16, 2019",81,8.4,
shura,Nothing's Real,"Jul 8, 2016",79,8.5,
betty davis,Miles Davis: Birth of the Cool,"Aug 23, 2019",76,tbd,
kel valhaal,,,,,artist not found!
jackmaster,DJ-Kicks,"Jul 8, 2016",78,tbd,
schoolboy q,CrasH Talk,"Apr 26, 2019",69,6.9,
schoolboy q,Blank Face LP,"Jul 8, 2016",81,8.4,
schoolboy q,Oxymoron,"Feb 25, 2014",78,8.1,
schoolboy q,Habits & Contradictions,"Jan 14, 2012",78,8.2,
darkstar,Foam Island,"Oct 2, 2015",71,7.0,
darkstar,News from Nowhere,"Feb 5, 2013",69,tbd,
darkstar,North,"Nov 2, 2010",74,7.8,
trust punks,,,,,artist not found!
tangents,New Bodies,"Jun 15, 2018",83,tbd,
arca,Arca,"Apr 7, 2017",87,8.0,
arca,Mutant,"Nov 20, 2015",81,8.2,
arca,Xen,"Nov 4, 2014",79,7.9,
lindstrm,,,,,artist not found!
martha,"Come Back, Africa (1959)","Jan 27, 2012",tbd,tbd,
john roberts,DOOM (PS4),"May 13, 2016",85,8.3,
john roberts,Elite: Dangerous (PC),"Dec 16, 2014",80,6.7,
john roberts,Gunpoint (PC),"Jun 3, 2013",83,8.4,
john roberts,Borderlands (PC),"Oct 26, 2009",81,7.6,
john roberts,Borderlands (X360),"Oct 20, 2009",84,8.2,
john roberts,Borderlands (PS3),"Oct 20, 2009",83,7.8,
john roberts,Brothers in Arms: Hell's Highway (PS3),"Sep 23, 2008",76,8.0,
maxwell,blackSUMMERS'night (2016),"Jul 1, 2016",86,8.2,
maxwell,BLACKsummers'night,"Jul 7, 2009",85,8.7,
maxwell,Now,"Aug 14, 2001",78,8.7,
kelsey lu,Blood,"Apr 19, 2019",81,8.1,
