artist,album,year,critic_score,user_score,comment
jay arner,Jay II,"Jun 17, 2016",74,tbd,
jay arner,Tough Age,"Nov 11, 2013",67,tbd,
dj shadow,The  Mountain Will Fall,"Jun 24, 2016",66,7.1,
dj shadow,Reconstructed: The Best of DJ Shadow,"Sep 25, 2012",79,8.8,
dj shadow,"The Less You Know, The Better","Oct 4, 2011",62,7.3,
dj shadow,The Outsider,"Sep 19, 2006",62,4.4,
dj shadow,The Private Press,"Jun 4, 2002",81,8.4,
grace jones,No Place Like Home (2006),"Aug 23, 2019",tbd,tbd,
grace jones,Antonio Lopez 1970: Sex Fashion & Disco,"Sep 14, 2018",tbd,tbd,
grace jones,McQueen,"Jul 20, 2018",84,7.4,
grace jones,Grace Jones: Bloodlight and Bami,"Apr 13, 2018",75,7.3,
grace jones,Boomerang,"Jul 1, 1992",45,tbd,
grace jones,A View to a Kill,"May 24, 1985",40,5.6,
grace jones,Conan the Destroyer,"Jun 29, 1984",53,6.8,
"john cage, sun ra",,,,,artist not found!
allen toussaint,American Tunes,"Jun 10, 2016",77,tbd,
allen toussaint,The Bright Mississippi,"Apr 21, 2009",83,8.3,
g.l.o.s.s.,,,,,artist not found!
laura mvula,The Dreaming Room,"Jun 17, 2016",82,8.5,
laura mvula,Sing to the Moon,"May 14, 2013",73,8.5,
odonis odonis,Post Plague,"Jun 17, 2016",74,tbd,
odonis odonis,Hard Boiled Soft Boiled,"Apr 15, 2014",77,tbd,
odonis odonis,Hollandaze,"Nov 7, 2011",80,tbd,
saqqara mastabas,,,,,artist not found!
disclosure,Caracal,"Sep 25, 2015",73,7.7,
disclosure,Settle,"Jun 4, 2013",81,8.5,
wye oak,"The Louder I Call, The Faster It Runs","Apr 6, 2018",80,7.8,
wye oak,Tween,"Aug 5, 2016",78,7.8,
wye oak,Shriek,"Apr 29, 2014",76,7.4,
wye oak,Civilian,"Mar 8, 2011",81,8.5,
wye oak,The Knot,"Jul 21, 2009",75,8.7,
sui zhen,,,,,artist not found!
the gotobeds,Blood//Sugar//Secs//Traffic,"Jun 10, 2016",74,tbd,
mitski,Be the Cowboy,"Aug 17, 2018",87,8.2,
mitski,Puberty 2,"Jun 17, 2016",87,8.6,
bishop nehru,,,,,artist not found!
brigid mae power,The  Two Worlds,"Feb 9, 2018",82,tbd,
brigid mae power,Brigid Mae Power,"Jun 10, 2016",85,tbd,
rlyr,,,,,artist not found!
swans,To Be Kind,"May 13, 2014",88,8.7,
swans,The Seer,"Aug 28, 2012",87,8.5,
swans,We Rose from Your Bed with the Sun in Our Head [Live],"May 29, 2012",83,8.4,
swans,My Father Will Guide Me Up a Rope to the Sky,"Sep 21, 2010",83,8.5,
"todd terje, the olsens",,,,,artist not found!
ro james,,,,,artist not found!
palmistry,Pagan,"Aug 12, 2016",66,tbd,
will butler,Friday Night [Live],"Jun 17, 2016",66,tbd,
will butler,Policy,"Mar 10, 2015",72,7.1,
vatican shadow,Remember Your Black Day,"Oct 21, 2013",71,tbd,
weval,Weval,"Jun 10, 2016",79,7.8,
george harrison,Eric Clapton: A Life in 12 Bars,"Nov 24, 2017",62,tbd,
george harrison,"Hare Krishna! The Mantra, the Movement and the Swami Who Started It All","Jun 16, 2017",41,tbd,
george harrison,The Beatles: Eight Days a Week - The Touring Years,"Sep 16, 2016",72,8.5,
george harrison,Awake: The Life of Yogananda,"Oct 10, 2014",54,7.8,
george harrison,Good Ol' Freda,"Sep 6, 2013",60,7.6,
george harrison,A Hard Day's Night (re-release),"Dec 1, 2000",96,8.7,
george harrison,Shanghai Surprise,"Aug 29, 1986",16,tbd,
george harrison,Time Bandits,"Nov 6, 1981",79,7.5,
george harrison,Monty Python's Life of Brian,"Aug 17, 1979",77,7.9,
george harrison,Yellow Submarine,"Nov 13, 1968",79,7.2,
veirs,,,,,artist not found!
yung,A Youthful Dream,"Jun 10, 2016",67,tbd,
kodak black,Lil B.I.G. Pac [Mixtape],"Jun 10, 2016",64,4.3,
nails,You Will Never Be One of Us,"Jun 17, 2016",87,6.6,
nails,Abandon All Life,"Mar 19, 2013",80,7.7,
jake bugg,Hearts That Strain,"Sep 1, 2017",66,7.9,
jake bugg,On My One,"Jun 17, 2016",59,6.9,
jake bugg,Shangri La,"Nov 19, 2013",66,7.5,
jake bugg,Jake Bugg,"Apr 9, 2013",80,8.4,
the fall,Singles 1978-2016 [Box Set],"Dec 1, 2017",86,tbd,
the fall,New Facts Emerge,"Jul 28, 2017",71,6.5,
the fall,Wise Ol' Man [EP],"Feb 19, 2016",71,tbd,
the fall,Sub-Lingual Tablet,"Jun 9, 2015",68,8.6,
the fall,"Live: Uurop VIII-XII/Places in Sun & Winter, Son","Oct 27, 2014",58,tbd,
the fall,The Remainderer [EP],"Nov 11, 2013",73,tbd,
the fall,Re-Mit,"May 13, 2013",63,8.2,
the fall,Ersatz G.B.,"Nov 22, 2011",62,7.7,
the fall,Your Future Our Clutter,"May 4, 2010",81,8.8,
the fall,Imperial Wax Solvent,"Apr 28, 2008",81,8.0,
the fall,Reformation Post T.L.C.,"Mar 27, 2007",67,7.0,
the fall,Fall Heads Roll,"Oct 4, 2005",80,8.3,
the fall,The Real New Fall L.P. (Formerly Country On The Click),"Jun 15, 2004",85,8.6,
audion,Alpha,"Jun 10, 2016",71,tbd,
audion,Suckfish,"Oct 4, 2005",80,tbd,
van morrison,The Prophet Speaks,"Dec 7, 2018",73,tbd,
van morrison,You're Driving Me Crazy,"Apr 27, 2018",75,tbd,
van morrison,Versatile,"Dec 1, 2017",68,6.2,
van morrison,Roll with the Punches,"Sep 22, 2017",69,8.0,
van morrison,Keep Me Singing,"Sep 30, 2016",74,8.5,
van morrison,Duets: Re-Working the Catalogue,"Mar 23, 2015",65,tbd,
van morrison,Moondance [Deluxe Edition],"Oct 22, 2013",89,8.2,
van morrison,Born to Sing: No Plan B,"Oct 2, 2012",72,tbd,
van morrison,Astral Weeks Live At The Hollywood Bowl,"Feb 24, 2009",77,8.8,
van morrison,Keep It Simple,"Apr 1, 2008",69,8.5,
van morrison,Pay The Devil,"Mar 7, 2006",75,6.8,
van morrison,Magic Time,"May 17, 2005",74,8.3,
nick jonas,The Tonight Show Starring Jimmy Fallon: Season 5,"Sep 25, 2017",tbd,tbd,
nick jonas,The View: Season 21,"Sep 5, 2017",tbd,tbd,
nick jonas,The Ellen DeGeneres Show: Season 15,"Sep 5, 2017",tbd,tbd,
nick jonas,Late Show with Stephen Colbert: Season 3,"Sep 5, 2017",tbd,tbd,
nick jonas,The Late Late Show with James Corden: Season 2,"Mar 29, 2016",tbd,tbd,
nick jonas,Sesame Street: Season 46,"Jan 16, 2016",79,tbd,
nick jonas,Jimmy Kimmel Live: Season 14,"Jan 4, 2016",tbd,tbd,
nick jonas,Kingdom (2014): Season 2,"Oct 14, 2015",tbd,8.7,
nick jonas,Saturday Night Live: Season 41,"Oct 3, 2015",tbd,8.1,
nick jonas,The Daily Show: Season 21,"Sep 28, 2015",tbd,tbd,
nick jonas,The Tonight Show Starring Jimmy Fallon: Season 3,"Sep 21, 2015",tbd,tbd,
nick jonas,Late Show with Stephen Colbert: Season 1,"Sep 8, 2015",72,5.8,
nick jonas,The Ellen DeGeneres Show: Season 13,"Sep 8, 2015",tbd,tbd,
nick jonas,The Voice : Season 8,"Feb 23, 2015",tbd,4.3,
nick jonas,Kingdom (2014): Season 1,"Oct 8, 2014",72,8.2,
nick jonas,Late Night with Seth Meyers: Season 2,"Sep 23, 2014",tbd,tbd,
nick jonas,The Voice : Season 7,"Sep 22, 2014",tbd,5.8,
nick jonas,The Tonight Show Starring Jimmy Fallon: Season 2,"Sep 22, 2014",tbd,tbd,
nick jonas,The View: Season 18,"Sep 15, 2014",60,3.1,
nick jonas,Dancing With the Stars: Season 19,"Sep 15, 2014",tbd,tbd,
nick jonas,The Wendy Williams Show: Season 7,"Sep 15, 2014",tbd,tbd,
nick jonas,The Talk: Season 5,"Sep 8, 2014",tbd,tbd,
nick jonas,The Ellen DeGeneres Show: Season 12,"Sep 8, 2014",tbd,tbd,
nick jonas,Late Night with Seth Meyers: Season 1,"Feb 25, 2014",61,3.2,
nick jonas,Last Man Standing (2011): Season 1,"Oct 11, 2011",33,6.8,
nick jonas,The Wendy Williams Show: Season 4,"Sep 12, 2011",tbd,tbd,
nick jonas,The View: Season 15,"Sep 6, 2011",tbd,tbd,
nick jonas,The Voice : Season 1,"Apr 26, 2011",58,7.0,
nick jonas,JONAS: Season 2,"Jun 20, 2010",tbd,tbd,
nick jonas,JONAS: Season 1,"May 2, 2009",tbd,tbd,
nite jewel,Real High,"May 5, 2017",79,7.4,
nite jewel,Liquid Cool,"Jun 10, 2016",68,6.8,
nite jewel,One Second of Love,"Mar 6, 2012",71,5.0,
nite jewel,Good Evening,"Mar 31, 2009",71,tbd,
"laraaji, sun araw",,,,,artist not found!
waxahatchee,Great Thunder [EP],"Sep 7, 2018",73,5.2,
waxahatchee,Out in the Storm,"Jul 14, 2017",80,7.9,
waxahatchee,Ivy Tripp,"Apr 7, 2015",81,7.8,
waxahatchee,Cerulean Salt,"Mar 5, 2013",79,8.1,
dan lissvik,Midnight,"Jun 10, 2016",77,tbd,
dan lissvik,Ultramarine,"Apr 23, 2013",76,7.8,
dan lissvik,Hit the Waves,"Mar 12, 2013",59,tbd,
mozzy,,,,,artist not found!
diarrhea planet,Turn to Gold,"Jun 10, 2016",71,tbd,
diarrhea planet,I'm Rich Beyond Your Wildest Dreams,"Aug 20, 2013",73,7.8,
band of horses,Why Are You OK?,"Jun 10, 2016",68,7.6,
band of horses,Acoustic at the Ryman [Live],"Feb 11, 2014",66,tbd,
band of horses,Mirage Rock,"Sep 18, 2012",68,6.0,
band of horses,Infinite Arms,"May 18, 2010",69,7.0,
band of horses,Cease To Begin,"Oct 9, 2007",78,8.3,
band of horses,Everything All The Time,"Mar 21, 2006",78,8.3,
the temper trap,Thick as Thieves,"Jun 10, 2016",61,7.0,
the temper trap,The Temper Trap,"Jun 5, 2012",56,6.9,
the temper trap,Conditions,"Oct 13, 2009",71,8.7,
jackie lynn,Jackie Lynn,"Jun 10, 2016",72,tbd,
nate wooley,,,,,artist not found!
air,Le Voyage dans la Lune (A Trip to the Moon),"Feb 7, 2012",70,7.9,
air,Love 2,"Oct 6, 2009",65,7.4,
air,Pocket Symphony,"Mar 6, 2007",63,7.2,
air,Talkie Walkie,"Jan 27, 2004",75,8.5,
air,Everybody Hertz [EP],"Feb 19, 2002",50,tbd,
air,"10,000 Hz Legend","May 29, 2001",68,8.6,
air,Original Motion Picture Score for The Virgin Suicides,"Feb 29, 2000",77,8.4,
plaid,Polymer,"Jun 7, 2019",82,5.8,
plaid,The Digging Remedy,"Jun 10, 2016",71,tbd,
plaid,Reachy Prints,"May 20, 2014",74,8.4,
plaid,Scintilli,"Sep 27, 2011",67,tbd,
plaid,Greedy Baby,"Jul 11, 2006",65,tbd,
