artist,album,year,critic_score,user_score,comment
11:11,,,,,artist not found!
naomi shelton & the gospel queens,,,,,artist not found!
jim e stack,,,,,artist not found!
mutilation rites,,,,,artist not found!
shabazz palaces,Quazarz vs. The Jealous Machines,"Jul 14, 2017",77,7.2,
shabazz palaces,Quazarz: Born on a Gangster Star,"Jul 14, 2017",77,7.5,
shabazz palaces,Lese Majesty,"Jul 29, 2014",81,8.4,
shabazz palaces,Black Up,"Jun 28, 2011",83,8.4,
hooray for earth,Racy,"Jul 29, 2014",66,tbd,
hooray for earth,True Loves,"Jun 7, 2011",75,7.6,
the muffs,Whoop Dee Doo,"Jul 29, 2014",76,tbd,
ultramantis black,,,,,artist not found!
gene the southern child,,,,,artist not found!
"jeremih, shlohmo",,,,,artist not found!
the black angels,Death Song,"Apr 21, 2017",75,8.0,
the black angels,Clear Lake Forest [EP],"Jul 22, 2014",74,7.8,
the black angels,Indigo Meadow,"Apr 2, 2013",68,8.6,
the black angels,Phosphene Dream,"Sep 14, 2010",70,8.5,
the black angels,Directions To See A Ghost,"May 13, 2008",68,8.0,
the acid,Liminal,"Jul 15, 2014",77,7.5,
drcarlsonalbion,,,,,artist not found!
tessela,,,,,artist not found!
white fence,I Have to Feed Larry's Hawk,"Jan 25, 2019",72,4.4,
white fence,Joy,"Jul 20, 2018",66,7.1,
white fence,For The Recently Found Innocent,"Jul 22, 2014",74,tbd,
white fence,Cyclops Reap,"Apr 9, 2013",72,tbd,
white fence,"Family Perfume, Vol. 2","May 15, 2012",77,tbd,
white fence,Hair,"Apr 24, 2012",80,8.2,
white fence,"Family Perfume, Vol. 1","Apr 3, 2012",72,tbd,
white fence,White Fence Is Growing Faith,"Jan 18, 2011",71,tbd,
melted toys,Melted Toys,"Jul 15, 2014",70,tbd,
la roux,Trouble in Paradise,"Jul 22, 2014",76,8.3,
la roux,La Roux,"Sep 29, 2009",76,8.4,
the amazing snakeheads,Amphetamine Ballads,"Apr 14, 2014",67,tbd,
freeman,Freeman,"Jul 22, 2014",79,8.4,
landlady,Upright Behavior,"Jul 15, 2014",74,tbd,
