artist,album,year,critic_score,user_score,comment
mos def,Zootopia,"Mar 4, 2016",78,8.7,
mos def,Amy,"Jul 3, 2015",85,8.3,
mos def,Life of Crime,"Aug 29, 2014",60,6.6,
mos def,Teenage Mutant Ninja Turtles,"Aug 8, 2014",31,tbd,
mos def,Begin Again,"Jun 27, 2014",62,8.2,
mos def,Something from Nothing: The Art of Rap,"Jun 15, 2012",66,tbd,
mos def,Beats Rhymes & Life: The Travels of a Tribe Called Quest,"Jul 8, 2011",76,8.1,
mos def,Next Day Air,"May 8, 2009",46,tbd,
mos def,Cadillac Records,"Dec 5, 2008",65,7.3,
mos def,Be Kind Rewind,"Feb 22, 2008",52,6.7,
mos def,16 Blocks,"Mar 3, 2006",63,7.9,
mos def,Dave Chappelle's Block Party,"Mar 3, 2006",84,7.4,
mos def,The Hitchhiker's Guide to the Galaxy,"Apr 29, 2005",63,6.5,
mos def,The Woodsman,"Dec 24, 2004",72,8.3,
mos def,Freestyle: The Art of Rhyme,"Jul 16, 2004",63,8.0,
mos def,Civil Brand,"Aug 29, 2003",29,5.3,
mos def,The Italian Job,"May 30, 2003",68,8.8,
mos def,Brown Sugar,"Oct 11, 2002",58,5.9,
mos def,Showtime,"Mar 15, 2002",32,tbd,
mos def,Monster's Ball,"Dec 26, 2001",69,3.9,
mos def,Bamboozled,"Oct 6, 2000",50,6.9,
mos def,Where's Marlowe?,"Nov 12, 1999",47,tbd,
placebo,Loud Like Love,"Sep 17, 2013",56,7.9,
placebo,Battle For The Sun,"Jun 9, 2009",62,8.4,
placebo,Meds,"Apr 4, 2006",65,7.6,
placebo,Sleeping With Ghosts,"Apr 1, 2003",64,8.7,
placebo,Black Market Music,"May 8, 2001",65,8.8,
mannequin men,,,,,artist not found!
sin fang bous,,,,,artist not found!
kasabian,For Crying Out Loud,"May 5, 2017",70,7.2,
kasabian,48:13,"Jun 9, 2014",62,7.4,
kasabian,Velociraptor!,"Sep 20, 2011",79,8.0,
kasabian,West Ryder Pauper Lunatic Asylum,"Jun 9, 2009",68,8.4,
kasabian,Empire,"Sep 19, 2006",65,7.0,
kasabian,Kasabian,"Mar 8, 2005",65,8.2,
zero boys,,,,,artist not found!
liechtenstein,,,,,artist not found!
noel gallagher,(What's the Story) Morning Glory? [Deluxe Edition - Remastered],"Sep 30, 2014",81,8.3,
noel gallagher,Definitely Maybe [Remastered],"May 19, 2014",95,8.5,
