artist,album,year,critic_score,user_score,comment
meat puppets,Dusty Notes,"Mar 8, 2019",74,5.0,
meat puppets,Rat Farm,"Apr 16, 2013",74,tbd,
meat puppets,Lollipop,"Apr 12, 2011",71,tbd,
meat puppets,Sewn Together,"May 12, 2009",71,7.2,
meat puppets,Rise To Your Knees,"Jul 17, 2007",65,6.6,
meat puppets,Golden Lies,"Sep 26, 2000",60,tbd,
cosmin trg,Gordian,"May 14, 2013",64,tbd,
houses,A  Quiet Darkness,"Apr 16, 2013",70,7.0,
snapper,,,,,artist not found!
the haxan cloak,I Shall Die Here,"Apr 1, 2014",80,8.8,
the haxan cloak,Excavation,"Apr 16, 2013",84,8.6,
art brut,Wham! Bang! Pow! Let's Rock Out!,"Nov 23, 2018",68,7.0,
art brut,Top of the Pops,"Apr 16, 2013",74,tbd,
art brut,Brilliant! Tragic!,"May 24, 2011",67,8.8,
art brut,Art Brut vs. Satan,"Apr 21, 2009",75,8.2,
art brut,It's A Bit Complicated,"Jun 19, 2007",76,7.8,
art brut,Bang Bang Rock & Roll,"May 9, 2006",83,7.2,
david grubbs,The Plain Where the Palace Stood,"Apr 16, 2013",63,tbd,
life coach,,,,,artist not found!
skagos,,,,,artist not found!
shuggie otis,Inspiration Information/Wings of Love,"Apr 16, 2013",86,tbd,
yeah yeah yeahs,Mosquito,"Apr 16, 2013",75,6.7,
yeah yeah yeahs,It's Blitz,"Mar 31, 2009",82,8.3,
yeah yeah yeahs,Is Is [EP],"Jul 24, 2007",78,7.9,
yeah yeah yeahs,Show Your Bones,"Mar 28, 2006",79,8.0,
yeah yeah yeahs,Fever To Tell,"Apr 29, 2003",85,8.2,
yeah yeah yeahs,Machine [EP],"Nov 5, 2002",54,6.4,
yeah yeah yeahs,Yeah Yeah Yeahs [EP],"Jul 9, 2002",73,7.9,
solar bears,Advancement,"Mar 18, 2016",76,tbd,
solar bears,Supermigration,"Apr 30, 2013",72,tbd,
team ghost,Rituals,"Feb 18, 2013",64,tbd,
"cough, windhand",,,,,artist not found!
alpoko don,,,,,artist not found!
bonobo,Migration,"Jan 13, 2017",77,7.9,
bonobo,Late Night Tales: Bonobo,"Nov 25, 2013",88,8.8,
bonobo,The  North Borders,"Apr 2, 2013",75,7.7,
bonobo,Black Sands,"Mar 23, 2010",73,8.7,
the postal service,Give Up,"Feb 18, 2003",79,8.9,
orchestral manoeuvres in the dark,The Punishment of Luxury,"Sep 1, 2017",71,8.7,
orchestral manoeuvres in the dark,English Electric,"Apr 9, 2013",76,8.3,
orchestral manoeuvres in the dark,History of Modern,"Sep 28, 2010",64,tbd,
