artist,album,year,critic_score,user_score,comment
massive attack,Ritual Spirit [EP],"Jan 28, 2016",81,8.6,
massive attack,Blue Lines: 2012 Mix/Master,"Nov 19, 2012",98,8.9,
massive attack,Heligoland,"Feb 9, 2010",72,8.2,
massive attack,Splitting The Atom [EP],"Oct 6, 2009",57,7.2,
massive attack,100th Window,"Feb 11, 2003",75,8.7,
krallice,Diotima,"Apr 26, 2011",86,tbd,
uranium club,,,,,artist not found!
"kleenex, liliput",,,,,artist not found!
taso,New Start,"Dec 16, 2016",79,tbd,
little simz,Grey Area,"Mar 1, 2019",91,8.3,
little simz,Stillness In Wonderland,"Dec 16, 2016",84,8.3,
little simz,A Curious Tale of Trials & Persons,"Sep 18, 2015",80,8.9,
yotam avni,,,,,artist not found!
brian eno,Apollo: Atmospheres & Soundtracks [Extended Edition],"Jul 19, 2019",89,tbd,
brian eno,Music for Installations [Box Set],"May 4, 2018",77,tbd,
brian eno,Finding Shore,"Dec 8, 2017",74,tbd,
brian eno,Reflection,"Jan 1, 2017",75,7.6,
brian eno,The Ship,"Apr 29, 2016",79,7.7,
brian eno,High Life,"Jul 1, 2014",67,7.0,
brian eno,Someday World,"May 6, 2014",62,tbd,
brian eno,Lux,"Nov 13, 2012",75,8.0,
brian eno,Panic of Looking [EP],"Nov 8, 2011",64,tbd,
brian eno,Drums Between the Bells,"Jul 5, 2011",68,tbd,
brian eno,From Africa With Fury: Rise,"Jun 21, 2011",82,tbd,
brian eno,Small Craft On A Milk Sea,"Nov 2, 2010",72,7.7,
brian eno,Another Day On Earth,"Jun 14, 2005",71,7.3,
the lox,,,,,artist not found!
harry bertoia,,,,,artist not found!
run the jewels,Run the Jewels 3,"Dec 25, 2016",88,8.8,
run the jewels,Meow the Jewels,"Sep 25, 2015",74,8.0,
run the jewels,RTJ2,"Oct 27, 2014",89,8.8,
steven warwick,,,,,artist not found!
yasiin bey,Independent Lens: Season 15,"Oct 28, 2013",tbd,tbd,
yasiin bey,Yo Gabba Gabba: Season 3,"Mar 8, 2010",tbd,tbd,
yasiin bey,Real Time With Bill Maher: Season 7,"Feb 20, 2009",tbd,8.5,
yasiin bey,House: Season 5,"Sep 16, 2008",77,8.6,
yasiin bey,Real Time With Bill Maher: Season 5,"Feb 16, 2007",tbd,8.3,
yasiin bey,Independent Lens: Season 8,"Oct 24, 2006",tbd,tbd,
yasiin bey,Chappelle's Show: Season 2,"Jan 21, 2004",tbd,9.0,
yasiin bey,My Wife and Kids: Season 3,"Sep 25, 2002",tbd,tbd,
"smoke dza, pete rock",,,,,artist not found!
senyawa,Sujud,"Nov 2, 2018",83,tbd,
"chance the rapper, jeremih",,,,,artist not found!
jamire williams,,,,,artist not found!
the dream,Crown [EP],"Apr 14, 2015",67,tbd,
the dream,IV Play,"May 28, 2013",62,7.4,
the dream,Love vs Money,"Mar 10, 2009",83,8.8,
worm ouroboros,,,,,artist not found!
nine inch nails,Bad Witch,"Jun 22, 2018",77,8.0,
nine inch nails,Add Violence [EP],"Jul 21, 2017",77,7.7,
nine inch nails,Not the Actual Events [EP],"Dec 23, 2016",74,8.0,
nine inch nails,Hesitation Marks,"Sep 3, 2013",77,8.2,
nine inch nails,The Slip,"Jul 22, 2008",78,8.2,
nine inch nails,Ghosts I-IV,"Apr 8, 2008",69,8.2,
