artist,album,year,critic_score,user_score,comment
the walkmen,Heaven,"May 29, 2012",80,8.8,
the walkmen,Lisbon,"Sep 14, 2010",83,8.7,
the walkmen,You & Me,"Aug 19, 2008",78,8.9,
the walkmen,"""Pussy Cats"" Starring The Walkmen","Oct 24, 2006",67,7.8,
the walkmen,A Hundred Miles Off,"May 23, 2006",70,8.7,
the walkmen,Bows & Arrows,"Feb 3, 2004",78,8.8,
talwst,,,,,artist not found!
slugabed,Time Team,"May 15, 2012",70,tbd,
"paul mccartney, linda mccartney",,,,,artist not found!
exitmusic,Passage,"May 22, 2012",75,8.7,
reptar,Body Faucet,"May 1, 2012",51,8.0,
rye rye,Go! Pop! Bang!,"May 15, 2012",70,8.3,
spacin',,,,,artist not found!
the trypes,,,,,artist not found!
"hauschka, hilary hahn",,,,,artist not found!
andrew weatherall,Qualia,"Sep 29, 2017",73,tbd,
andrew weatherall,Convenanza,"Feb 26, 2016",71,tbd,
grass widow,Internal Logic,"May 29, 2012",71,tbd,
grass widow,Past Time,"Aug 24, 2010",73,tbd,
choir of young believers,Grasque,"Feb 19, 2016",59,tbd,
choir of young believers,Rhine Gold,"Apr 10, 2012",77,tbd,
choir of young believers,This Is For The White In Your Eye,"Aug 18, 2009",77,tbd,
el p,RTJ2,"Oct 27, 2014",89,8.8,
el p,Run the Jewels,"Jun 26, 2013",86,8.5,
el p,Cancer4Cure,"May 22, 2012",84,8.5,
el p,R.A.P. Music,"May 15, 2012",85,8.5,
el p,Weareallgoingtoburninhellmegamixxx3,"Aug 3, 2010",75,8.5,
el p,I'll Sleep When You're Dead,"Mar 20, 2007",80,8.7,
el p,High Water (Mark),"Mar 9, 2004",71,8.9,
baio,Man of the World,"Jun 30, 2017",69,tbd,
baio,The  Names,"Sep 18, 2015",78,tbd,
jimmy edgar,Majenta,"Dec 4, 2012",59,tbd,
rsenkpf,,,,,artist not found!
distal,Civilization,"Apr 30, 2012",73,tbd,
the pharcyde,Plain Rap,"Nov 7, 2000",65,8.0,
ethel,,,,,artist not found!
k holes,Dismania,"May 1, 2012",73,tbd,
violens,True,"May 15, 2012",74,tbd,
violens,Amoral,"Nov 9, 2010",65,tbd,
one little plane,Into the Trees,"Apr 2, 2012",67,tbd,
me,Dream House,"Jun 1, 2018",67,tbd,
killer mike,Run the Jewels,"Jun 26, 2013",86,8.5,
killer mike,R.A.P. Music,"May 15, 2012",85,8.5,
killer mike,PL3DGE,"May 17, 2011",75,7.6,
silversun pickups,Widow's Weeds,"Jun 7, 2019",63,7.9,
silversun pickups,Better Nature,"Sep 25, 2015",65,8.2,
silversun pickups,Neck of the Woods,"May 8, 2012",69,8.4,
silversun pickups,Swoon,"Apr 14, 2009",64,8.7,
sidi tour,Alafia,"Sep 16, 2013",81,tbd,
sidi tour,Koima,"Apr 17, 2012",72,tbd,
sidi tour,Sahel Folk,"Jan 25, 2011",80,tbd,
ktl,,,,,artist not found!
moe tucker,,,,,artist not found!
ramona falls,Prophet,"May 1, 2012",77,8.6,
ramona falls,Intuit,"Aug 18, 2009",70,8.3,
"geoff barrow, ben salisbury",,,,,artist not found!
"david daniell, douglas mccombs",,,,,artist not found!
sleep,The Sciences,"Apr 20, 2018",84,7.8,
sleep,Dopesmoker [Reissue],"May 8, 2012",94,8.9,
here we go magic,Be Small,"Oct 16, 2015",80,tbd,
here we go magic,A Different Ship,"May 8, 2012",78,8.1,
here we go magic,The January EP,"May 10, 2011",73,tbd,
here we go magic,Pigeons,"Jun 8, 2010",70,8.0,
here we go magic,Here We Go Magic,"Feb 24, 2009",72,tbd,
acephalix,Deathless Master,"Apr 24, 2012",71,tbd,
moss icon,,,,,artist not found!
the electronic anthology project,,,,,artist not found!
jk flesh,,,,,artist not found!
felix,Oh Holy Molar,"Apr 23, 2012",77,tbd,
felix,You Are The One I Pick,"Nov 3, 2009",65,tbd,
cornershop,Hold on It's Easy,"Feb 2, 2015",62,tbd,
cornershop,Urban Turban: The Singhles Club,"May 15, 2012",72,tbd,
cornershop,Cornershop & the Double-O Groove Of,"Mar 15, 2011",78,tbd,
cornershop,Judy Sucks A Lemon For Breakfast,"Apr 20, 2010",73,7.0,
cornershop,Handcream For A Generation,"Apr 23, 2002",78,tbd,
lazer sword,Memory,"May 8, 2012",75,tbd,
girl unit,Song Feel,"Apr 5, 2019",71,tbd,
girl unit,Club Rez [EP],"May 7, 2012",81,7.8,
dave aju,Heirlooms,"May 8, 2012",84,tbd,
"ty segall, white fence",,,,,artist not found!
electric guest,Mondo,"Apr 24, 2012",59,8.5,
led er est,The Diver,"May 8, 2012",71,tbd,
filastine,Dirty Bomb,"Mar 10, 2009",77,tbd,
wolfbrigade,,,,,artist not found!
the brian jonestown massacre,The Brian Jonestown Massacre,"Mar 15, 2019",73,7.0,
the brian jonestown massacre,Something Else,"Jun 1, 2018",69,tbd,
the brian jonestown massacre,Don't Get Lost,"Feb 24, 2017",76,7.3,
the brian jonestown massacre,Third World Pyramid,"Oct 28, 2016",73,8.0,
the brian jonestown massacre,Mini Album Thingy Wingy,"Nov 13, 2015",71,tbd,
the brian jonestown massacre,Musique de Film Imaginé,"Apr 28, 2015",74,8.6,
the brian jonestown massacre,Revelation,"May 20, 2014",71,7.4,
the brian jonestown massacre,Aufheben,"May 1, 2012",73,7.5,
the brian jonestown massacre,Who Killed Sgt. Pepper?,"Feb 23, 2010",61,8.2,
