artist,album,year,critic_score,user_score,comment
mothers,Render Another Ugly Method,"Sep 7, 2018",73,tbd,
mothers,When You Walk a Long Distance You Are Tired,"Feb 26, 2016",79,8.0,
kane strang,,,,,artist not found!
anna meredith,ANNO: Four Seasons by Anna Meredith & Antonio Vivaldi,"Aug 24, 2018",73,tbd,
anna meredith,Varmints,"Mar 4, 2016",84,7.7,
el guincho,Hiperasia,"Feb 12, 2016",72,tbd,
el guincho,Pop Negro,"Sep 14, 2010",74,tbd,
el guincho,Alegranza,"Oct 7, 2008",79,8.8,
thao & the get down stay down,,,,,artist not found!
jennifer o'connor,,,,,artist not found!
mary lattimore,Ghost Forests,"Nov 9, 2018",78,tbd,
mary lattimore,Hundreds of Days,"May 18, 2018",80,tbd,
mary lattimore,At the Dam,"Mar 4, 2016",77,tbd,
esperanza spalding,Emily's D+Evolution,"Mar 4, 2016",84,7.7,
esperanza spalding,Radio Music Society,"Mar 20, 2012",74,8.7,
soulwax,Essential,"Jun 22, 2018",76,tbd,
soulwax,From Deewee,"Mar 24, 2017",69,6.9,
sarah neufeld,The Ridge,"Feb 26, 2016",70,tbd,
sarah neufeld,Never Were the Way She Was,"Apr 28, 2015",81,7.6,
sarah neufeld,Hero Brother,"Aug 20, 2013",79,7.8,
mikael seifu,,,,,artist not found!
yndi halda,,,,,artist not found!
loretta lynn,Full Circle,"Mar 4, 2016",84,7.5,
loretta lynn,Coal Miner's Daughter: A Tribute to Loretta Lynn,"Nov 9, 2010",74,tbd,
loretta lynn,Van Lear Rose,"Apr 27, 2004",97,8.5,
violent femmes,Hotel Last Resort,"Jul 26, 2019",68,tbd,
violent femmes,We Can Do Anything,"Mar 4, 2016",61,6.5,
heron oblivion,Heron Oblivion,"Mar 4, 2016",80,7.0,
anenon,Tongue,"Feb 16, 2018",76,tbd,
anenon,Petrol,"Mar 4, 2016",77,tbd,
oranssi pazuzu,Värähtelijä,"Feb 26, 2016",83,tbd,
thug entrancer,Arcology,"Mar 4, 2016",79,tbd,
thug entrancer,Death After Life,"Feb 11, 2014",77,tbd,
la sera,Music For Listening To Music To,"Mar 4, 2016",66,tbd,
la sera,Hour of the Dawn,"May 13, 2014",75,7.8,
la sera,Sees the Light,"Mar 27, 2012",74,7.8,
la sera,La Sera,"Feb 15, 2011",66,tbd,
quelle chris,Guns,"Mar 29, 2019",81,8.6,
quelle chris,Everything's Fine,"Apr 27, 2018",84,8.5,
kedr livanskiy,Your Need,"May 3, 2019",84,8.0,
lnzndrf,LNZNDRF,"Feb 26, 2016",70,tbd,
mr. fingers,,,,,artist not found!
hxlt,,,,,artist not found!
quilt,Plaza,"Feb 26, 2016",76,tbd,
quilt,Held in Splendor,"Jan 28, 2014",74,7.8,
especia,,,,,artist not found!
hop along,"Bark Your Head Off, Dog","Apr 6, 2018",81,8.1,
hop along,Painted Shut,"May 4, 2015",87,8.4,
rome fortune,,,,,artist not found!
yuck,Stranger Things,"Feb 26, 2016",62,6.5,
yuck,Glow & Behold,"Sep 30, 2013",63,6.2,
yuck,Yuck,"Feb 15, 2011",81,7.7,
na,,,,,artist not found!
"macklemore, ryan lewis",,,,,artist not found!
lucy dacus,Historian,"Mar 2, 2018",82,7.9,
lucy dacus,No Burden,"Apr 1, 2016",79,7.7,
guerilla toss,Twisted Crystal,"Sep 14, 2018",79,tbd,
guerilla toss,Eraser Stargazer,"Mar 4, 2016",71,tbd,
"glenn kotche, so percussion",,,,,artist not found!
the 1975,A  Brief Inquiry into Online Relationships,"Nov 30, 2018",83,7.9,
the 1975,"I Like It When You Sleep, For You Are So Beautiful Yet So Unaware of It","Feb 26, 2016",75,8.0,
the 1975,The  1975,"Sep 3, 2013",67,7.8,
bj the chicago kid,1123,"Jul 26, 2019",74,tbd,
bj the chicago kid,In My Mind,"Feb 19, 2016",84,7.3,
john cale,M:FANS,"Jan 22, 2016",76,7.6,
john cale,Shifty Adventures in Nookie Wood,"Oct 9, 2012",73,tbd,
john cale,Extra Playful [EP],"Aug 8, 2011",66,tbd,
john cale,Black Acetate,"Oct 18, 2005",63,8.3,
john cale,HoboSapiens,"Sep 7, 2004",89,8.2,
prins thomas,Ambitions,"Apr 5, 2019",76,tbd,
prins thomas,Prins Thomas 5,"Dec 1, 2017",78,tbd,
prins thomas,Square One,"Jul 14, 2017",71,tbd,
prins thomas,Principe del Norte,"Feb 19, 2016",76,tbd,
