artist,album,year,critic_score,user_score,comment
matt & bubba kadane,,,,,artist not found!
helena espvall & masaki batoh,,,,,artist not found!
nightmares on wax,Shape the Future,"Jan 26, 2018",71,6.4,
nightmares on wax,N.O.W. Is the Time,"Jun 17, 2014",76,tbd,
nightmares on wax,Feelin' Good,"Sep 17, 2013",65,tbd,
nightmares on wax,Thought So...,"Sep 2, 2008",57,tbd,
nightmares on wax,In A Space Outta Sound,"Mar 7, 2006",64,8.4,
nightmares on wax,Mind Elevation,"Sep 3, 2002",65,tbd,
styrofoam,Nothing's Lost,"Nov 30, 2004",68,8.0,
the dark romantics,,,,,artist not found!
kimya dawson,Hokey Fright,"May 7, 2013",79,8.5,
kimya dawson,Thunder Thighs,"Nov 14, 2011",72,tbd,
kimya dawson,Alphabutt,"Sep 9, 2008",62,8.6,
kimya dawson,Remember That I Love You,"May 9, 2006",78,8.0,
kimya dawson,Hidden Vagenda,"Oct 5, 2004",73,8.7,
brothers and sisters,,,,,artist not found!
robyn hitchcock and the egyptians,,,,,artist not found!
matthew sweet,Tomorrow's Daughter,"May 18, 2018",73,tbd,
matthew sweet,Tomorrow Forever,"Jun 16, 2017",77,7.5,
matthew sweet,"Under the Covers, Vol. 3","Nov 12, 2013",68,tbd,
matthew sweet,Sweetheart of the Sun,"Sep 27, 2011",69,tbd,
matthew sweet,Modern Art,"Sep 27, 2011",70,tbd,
matthew sweet,Sunshine Lies,"Aug 26, 2008",71,8.3,
matthew sweet,Living Things,"Sep 7, 2004",70,8.0,
made out of babies,,,,,artist not found!
pierre de reeder,,,,,artist not found!
the gutter twins,Saturnalia,"Mar 4, 2008",80,8.8,
robots in disguise,,,,,artist not found!
wild sweet orange,,,,,artist not found!
tom carter and christian kiefer,,,,,artist not found!
the lord dog bird,The Lord Dog Bird,"Aug 5, 2008",60,tbd,
james jackson toth,Farmer's Corner,"May 6, 2014",80,tbd,
james jackson toth,Waiting In Vain,"Jul 29, 2008",67,tbd,
"david byrne, brian eno",,,,,artist not found!
roots manuva,Bleeds,"Oct 30, 2015",80,8.4,
roots manuva,4everevolution,"Oct 25, 2011",75,tbd,
roots manuva,Duppy Writer,"Sep 21, 2010",77,tbd,
roots manuva,Slime & Reason,"Sep 1, 2008",76,tbd,
roots manuva,Awfully Deep,"Apr 19, 2005",80,8.5,
poni hoax,,,,,artist not found!
burning witch,,,,,artist not found!
theresa andersson,"Hummingbird, Go!","Sep 2, 2008",75,tbd,
human highway,Moody Motorcycle,"Aug 19, 2008",71,8.0,
rahim,Ideal Lives,"Apr 4, 2006",74,tbd,
the verve,Forth,"Aug 26, 2008",71,8.4,
dan le sac vs. scroobius pip,,,,,artist not found!
minilogue,,,,,artist not found!
james lavino,,,,,artist not found!
french kicks,Swimming,"May 20, 2008",72,8.5,
french kicks,Two Thousand,"Jul 18, 2006",68,8.0,
french kicks,Trial Of The Century,"May 4, 2004",73,7.7,
french kicks,One Time Bells,"May 7, 2002",74,7.3,
t.k. webb & the visions,,,,,artist not found!
azeda booth,In Flesh Tones,"Jul 22, 2008",80,tbd,
hans joachim rdelius & tim story,,,,,artist not found!
sj esau,,,,,artist not found!
eef barzelay,Bitter Honey,"Feb 21, 2006",73,tbd,
barry adamson,Know Where To Run,"Feb 26, 2016",78,tbd,
barry adamson,I Will Set You Free,"Feb 14, 2012",71,tbd,
barry adamson,Stranger On The Sofa,"Jun 13, 2006",74,tbd,
barry adamson,The King of Nothing Hill,"Sep 3, 2002",69,tbd,
the lodger,,,,,artist not found!
david vandervelde,Waiting For The Sunrise,"Aug 5, 2008",61,tbd,
lesser gonzalez alvarez,,,,,artist not found!
the mole,,,,,artist not found!
alphabeat,The Beat Is...,"Mar 1, 2010",58,7.4,
alphabeat,This Is Alphabeat,"Jun 2, 2008",72,7.6,
the stills,Oceans Will Rise,"Aug 19, 2008",64,8.8,
the stills,Without Feathers,"May 9, 2006",65,6.5,
the stills,Logic Will Break Your Heart,"Oct 21, 2003",79,8.5,
william f. gibbs,,,,,artist not found!
correcto,,,,,artist not found!
danny!,Payback,"Sep 25, 2012",76,tbd,
the jealous girlfriends,,,,,artist not found!
the occasional keepers,,,,,artist not found!
devon williams,Gilding the Lily,"Jun 3, 2014",59,tbd,
shannon mcardle,,,,,artist not found!
kayo dot,Blue Lambency Downward,"May 6, 2008",64,tbd,
tittsworth,Twelve Steps,"Aug 12, 2008",71,tbd,
basic channel,,,,,artist not found!
stereo mcs,Emperor's Nightingale,"Aug 29, 2011",61,tbd,
stereo mcs,Double Bubble,"Jul 28, 2008",47,tbd,
stereo mcs,Deep Down & Dirty,"Jun 12, 2001",68,7.4,
nze,,,,,artist not found!
the baseball project,3rd,"Mar 25, 2014",77,tbd,
the baseball project,"Baseball Project, Vol. 2: High and Inside","Mar 1, 2011",74,tbd,
the baseball project,Volume 1: Frozen Ropes and Dying Quails,"Jul 8, 2008",76,6.8,
starling electric,,,,,artist not found!
this is ivy league,,,,,artist not found!
the music,Strength In Numbers,"Jun 16, 2008",54,8.4,
the music,Welcome To The North,"Oct 19, 2004",57,8.0,
the music,The Music,"Feb 25, 2003",58,6.3,
brazilian girls,Let's Make Love,"Apr 13, 2018",75,tbd,
brazilian girls,New York City,"Aug 5, 2008",71,8.3,
brazilian girls,Talk To La Bomb,"Sep 12, 2006",71,7.3,
icy demons,,,,,artist not found!
takka takka,,,,,artist not found!
re up gang,Clipse Presents Re-Up Gang,"Aug 5, 2008",67,tbd,
cajun dance party,The Colourful Life,"Apr 28, 2008",56,6.7,
unicycle loves you,,,,,artist not found!
drakkar sauna,,,,,artist not found!
madvillain,Madvillainy,"Mar 23, 2004",93,8.9,
oxford collapse,Bits,"Aug 5, 2008",75,tbd,
oxford collapse,Remember The Night Parties,"Oct 10, 2006",75,8.2,
the curse of company,,,,,artist not found!
lau nau,,,,,artist not found!
the muslims,,,,,artist not found!
blondie,Pollinator,"May 5, 2017",71,8.2,
blondie,Panic of Girls,"Sep 13, 2011",57,6.2,
blondie,The Curse Of Blondie,"Apr 6, 2004",63,8.0,
