artist,album,year,critic_score,user_score,comment
spiral stairs,We Wanna Be Hyp-No-Tized,"Mar 22, 2019",72,tbd,
spiral stairs,Doris & the Daggers,"Mar 24, 2017",74,tbd,
spiral stairs,The Real Feel,"Oct 20, 2009",57,tbd,
themselves,Crownsdown,"Oct 20, 2009",72,tbd,
themselves,theFREEhoudini,"Apr 28, 2009",74,tbd,
kings of convenience,Declaration Of Dependence,"Oct 20, 2009",65,8.2,
kings of convenience,Riot On An Empty Street,"Jul 27, 2004",71,8.8,
kings of convenience,Quiet Is The New Loud,"Mar 6, 2001",71,8.5,
karl blau,Out Her Space,"Nov 17, 2017",77,tbd,
karl blau,Introducing Karl Blau,"May 13, 2016",84,6.6,
"buckshot, krs one",,,,,artist not found!
as tall as lions,You Can't Take It With You,"Aug 18, 2009",68,8.2,
thao with the get down stay down,Know Better Learn Faster,"Oct 13, 2009",75,tbd,
slaraffenland,We're On Your Side,"Sep 15, 2009",72,tbd,
doveman,,,,,artist not found!
duran duran,Paper Gods,"Sep 11, 2015",64,7.2,
duran duran,All You Need Is Now,"Mar 22, 2011",74,8.5,
duran duran,Red Carpet Massacre,"Nov 13, 2007",61,8.4,
duran duran,Astronaut,"Oct 12, 2004",52,8.4,
duran duran,Pop Trash,"Jun 13, 2000",52,7.6,
the crayon fields,,,,,artist not found!
headlights,Wildlife,"Oct 6, 2009",65,tbd,
headlights,"Some Racing, Some Stopping","Feb 19, 2008",77,tbd,
headlights,Kill Them With Kindness,"Aug 22, 2006",64,8.3,
elvis costello,Wise Up Ghost and Other Songs,"Sep 17, 2013",77,8.4,
elvis costello,National Ransom,"Nov 2, 2010",79,6.8,
elvis costello,"Secret, Profane & Sugarcane","Jun 2, 2009",70,6.3,
elvis costello,The Delivery Man,"Sep 21, 2004",71,8.6,
elvis costello,North,"Sep 23, 2003",68,6.9,
elvis costello,When I Was Cruel,"Apr 23, 2002",76,8.7,
peanut butter wolf,Our Vinyl Weighs a Ton: This Is Stones Throw Records,"Mar 28, 2014",tbd,tbd,
the yolks,,,,,artist not found!
the dutchess and the duke,,,,,artist not found!
mi and l'au,,,,,artist not found!
dominique leone,,,,,artist not found!
bad lieutenant,Never Cry Another Tear,"Nov 10, 2009",59,8.4,
nick oliveri,,,,,artist not found!
karen o and the kids,Where The Wild Things Are [OST],"Sep 29, 2009",77,7.0,
anti pop consortium,Fluorescent Black,"Sep 29, 2009",79,tbd,
anti pop consortium,Anti-Pop Consortium Vs. Matthew Shipp,"Feb 18, 2003",76,7.3,
osso,Run Rabbit Run,"Oct 6, 2009",78,tbd,
dead man's bones,,,,,artist not found!
le loup,Family,"Sep 22, 2009",71,tbd,
patton oswalt,The Secret Life of Pets 2,"Jun 7, 2019",55,6.1,
patton oswalt,Unlovable,"Nov 2, 2018",77,tbd,
patton oswalt,Teen Titans Go! To the Movies,"Jul 27, 2018",69,6.5,
