artist,album,year,critic_score,user_score,comment
julie byrne,I Am Mother,"Jun 7, 2019",64,7.1,
julie byrne,Charlie's Country,"Jun 5, 2015",75,tbd,
julie byrne,The Babadook,"Nov 28, 2014",86,8.3,
julie byrne,Shut Up Little Man! An Audio Misadventure,"Sep 16, 2011",57,tbd,
uncle tupelo,No Depression [Legacy Edition],"Jan 28, 2014",90,8.0,
supreme cuts,Divine Ecstasy,"Jan 28, 2014",68,tbd,
supreme cuts,Whispers in the Dark,"Jul 10, 2012",70,tbd,
stefan jaworzyn,,,,,artist not found!
gem club,In Roses,"Jan 28, 2014",76,7.6,
gem club,Breakers,"Sep 27, 2011",78,tbd,
actress,LAGEOS,"May 25, 2018",79,tbd,
actress,AZD,"Apr 14, 2017",81,7.0,
actress,DJ-Kicks,"May 4, 2015",75,tbd,
actress,Ghettoville,"Jan 28, 2014",72,8.1,
actress,Silver Cloud [EP],"Feb 19, 2013",79,tbd,
actress,R.I.P.,"Apr 24, 2012",81,8.5,
actress,Splazsh,"Jun 8, 2010",71,8.2,
pontiak,Innocence,"Jan 28, 2014",73,tbd,
pontiak,Echo Ono,"Feb 20, 2012",66,tbd,
cashmere cat,Wedding Bells [EP],"Feb 10, 2014",68,tbd,
demilich,,,,,artist not found!
dum dum girls,Too True,"Jan 28, 2014",72,7.4,
dum dum girls,End of Daze [EP],"Sep 25, 2012",74,8.6,
dum dum girls,Only in Dreams,"Sep 27, 2011",74,8.1,
dum dum girls,He Gets Me High,"Mar 1, 2011",76,8.5,
dum dum girls,I Will Be,"Mar 30, 2010",79,8.1,
cities aviv,Come to Life,"Jan 28, 2014",78,7.4,
hospitality,Trouble,"Jan 28, 2014",74,8.0,
hospitality,Hospitality,"Jan 31, 2012",75,8.0,
argentinum astrum,,,,,artist not found!
jeremy jay,Abandoned Apartments,"Jan 21, 2014",69,tbd,
jeremy jay,Slow Dance,"Mar 24, 2009",68,tbd,
tara jane o'neil,,,,,artist not found!
drowners,On Desire,"Jun 24, 2016",59,tbd,
drowners,Drowners,"Jan 28, 2014",58,7.4,
step brothers,Lord Steppington,"Jan 21, 2014",79,7.4,
bill callahan,Shepherd in a Sheepskin Vest,"Jun 14, 2019",88,7.3,
bill callahan,Have Fun with God,"Jan 21, 2014",66,tbd,
bill callahan,Dream River,"Sep 17, 2013",84,8.2,
bill callahan,Apocalypse,"Mar 29, 2011",75,7.9,
bill callahan,Rough Travel For A Rare Thing [Live],"Mar 23, 2010",82,tbd,
bill callahan,Sometimes I Wish We Were An Eagle,"Apr 14, 2009",82,8.3,
bill callahan,Woke On A Whaleheart,"Apr 24, 2007",76,7.5,
damien jurado,In the Shape of a Storm,"Apr 12, 2019",77,6.0,
damien jurado,The Horizon Just Laughed,"May 4, 2018",81,7.2,
damien jurado,Visions of Us on the Land,"Mar 18, 2016",83,8.1,
damien jurado,Brothers and Sisters of the Eternal Son,"Jan 21, 2014",79,8.1,
damien jurado,Maraqopa,"Feb 20, 2012",81,7.7,
damien jurado,Saint Bartlett,"May 25, 2010",77,tbd,
damien jurado,Caught In The Trees,"Sep 9, 2008",75,8.4,
damien jurado,And Now That I'm In Your Shadow,"Oct 10, 2006",76,8.5,
damien jurado,On My Way To Absence,"Apr 5, 2005",74,tbd,
damien jurado,Where Shall You Take Me,"Mar 18, 2003",88,8.4,
indian,From All Purity,"Jan 21, 2014",86,7.7,
michael yonkers,,,,,artist not found!
nick drake,"Romulus, My Father","Feb 29, 2008",57,6.5,
nick drake,Girl with a Pearl Earring,"Dec 12, 2003",72,6.9,
vex,,,,,artist not found!
shy boys,Bell House,"Aug 3, 2018",67,tbd,
doug paisley,Starter Home,"Nov 2, 2018",82,tbd,
doug paisley,Strong Feelings,"Jan 21, 2014",78,6.3,
alcest,Kodama,"Sep 30, 2016",87,7.8,
alcest,Shelter,"Jan 21, 2014",76,8.0,
alcest,Les Voyages de l'ame,"Jan 31, 2012",82,8.4,
graze,,,,,artist not found!
the john lurie national orchestra,Blue in the Face,"Oct 13, 1995",54,tbd,
pangaea,Fabriclive 73,"Jan 21, 2014",78,tbd,
pangaea,Release,"Oct 29, 2012",77,tbd,
i break horses,Chiaroscuro,"Jan 21, 2014",74,7.9,
i break horses,Hearts,"Aug 30, 2011",69,8.2,
nina kraviz,Fabric 91,"Dec 9, 2016",81,tbd,
peter morn,,,,,artist not found!
the lucksmiths,Warmer Corners,"Apr 4, 2005",80,8.5,
fabolous,Loso's Way,"Jul 28, 2009",66,8.2,
fabolous,Street Dreams,"Mar 4, 2003",51,8.4,
cybotron,,,,,artist not found!
del tha funkee homosapien,,,,,artist not found!
painted palms,Forever,"Jan 14, 2014",65,8.5,
the gories,,,,,artist not found!
roc marciano,Rosebudd's Revenge,"Feb 21, 2017",83,8.5,
roc marciano,Marci Beaucoup,"Dec 10, 2013",77,8.6,
roc marciano,Reloaded,"Nov 13, 2012",83,8.9,
blank realm,Illegals in Heaven,"Sep 4, 2015",78,tbd,
blank realm,Grassed Inn,"Jan 14, 2014",82,7.4,
blank realm,Go Easy,"May 14, 2013",75,tbd,
