artist,album,year,critic_score,user_score,comment
rza,The Man with the Iron Fists [OST],"Oct 23, 2012",77,7.8,
rupture,,,,,artist not found!
ocean,,,,,artist not found!
kevin rudolf,In The City,"Nov 24, 2008",53,7.3,
buddy holly,,,,,artist not found!
the von bondies,Love Hate And Then There's You,"Feb 3, 2009",60,7.9,
the von bondies,Pawn Shoppe Heart,"Mar 9, 2004",80,8.8,
nickel eye,The Time Of The Assassins,"Jan 27, 2009",56,8.6,
dillinger four,Civil War,"Oct 14, 2008",73,tbd,
catfish haven,Devastator,"Oct 7, 2008",65,tbd,
eine kleine nacht musik,,,,,artist not found!
no neck blues band,,,,,artist not found!
the bpa,,,,,artist not found!
kylie minogue,Golden,"Apr 6, 2018",63,7.7,
kylie minogue,Kylie Christmas,"Nov 13, 2015",55,7.1,
kylie minogue,Kiss Me Once,"Mar 18, 2014",66,7.7,
kylie minogue,The Abbey Road Sessions,"Nov 6, 2012",68,8.0,
kylie minogue,The  Best of Kylie Minogue,"Jun 19, 2012",75,8.4,
kylie minogue,Aphrodite,"Jul 6, 2010",67,8.7,
kylie minogue,X,"Apr 1, 2008",65,8.6,
kylie minogue,Body Language,"Feb 10, 2004",62,7.4,
kylie minogue,Fever,"Feb 26, 2002",68,8.8,
telefon tel aviv,Immolate Yourself,"Feb 3, 2009",75,8.9,
larkin grimm,,,,,artist not found!
magnetic morning,A.M.,"Jan 27, 2009",61,tbd,
the bird and the bee,"Interpreting The Masters, Volume 1: A Tribute to Daryl Hall And John Oates","Mar 23, 2010",71,tbd,
the bird and the bee,Ray Guns Are Not Just The Future,"Jan 27, 2009",71,8.1,
the bird and the bee,The Bird And The Bee,"Jan 23, 2007",74,7.8,
jd twitch,,,,,artist not found!
glass candy,,,,,artist not found!
misery index,,,,,artist not found!
landed,,,,,artist not found!
aether,,,,,artist not found!
chandeliers,,,,,artist not found!
johnson&jonson,,,,,artist not found!
michael zapruder,,,,,artist not found!
kayhan kalhor & brooklyn rider,,,,,artist not found!
"van dyke parks, inara george",,,,,artist not found!
the standard,Albatross,"Oct 4, 2005",74,8.3,
muse mcanique,,,,,artist not found!
ruby isle,,,,,artist not found!
an albatross,,,,,artist not found!
golden animals,Free Your Mind And Win A Pony,"Aug 26, 2008",62,tbd,
thievery corporation,Temple of I & I,"Feb 10, 2017",65,6.3,
thievery corporation,Culture of Fear,"Jun 27, 2011",72,6.2,
thievery corporation,Radio Retaliation,"Sep 23, 2008",62,8.4,
thievery corporation,The Cosmic Game,"Feb 22, 2005",70,8.6,
thievery corporation,The Richest Man in Babylon,"Oct 1, 2002",64,8.2,
thievery corporation,The Mirror Conspiracy,"Aug 22, 2000",76,8.6,
herman dune,,,,,artist not found!
these arms are snakes,Oxeneers Or The Lion Sleeps When Its Antelope Go,"Sep 21, 2004",65,7.8,
sparks,Hippopotamus,"Sep 8, 2017",81,6.8,
sparks,Exotic Creatures Of The Deep,"Jun 10, 2008",74,8.3,
sparks,Hello Young Lovers,"Mar 7, 2006",77,8.4,
sparks,Balls,"Aug 22, 2000",59,8.4,
epmd,We Mean Business,"Dec 9, 2008",65,tbd,
polysics,Now Is The Time!,"Feb 21, 2006",65,tbd,
the gourds,Old Mad Joy,"Sep 13, 2011",77,tbd,
the gourds,Haymaker!,"Jan 6, 2009",78,tbd,
cranes,Future Songs,"Jan 8, 2002",72,tbd,
dub colossus,In A Town Called Addis,"Oct 7, 2008",79,tbd,
people under the stairs,,,,,artist not found!
late of the pier,Fantasy Black Channel,"Jan 13, 2009",81,8.8,
mason proper,,,,,artist not found!
a guy called gerald,Essence,"Aug 29, 2000",76,tbd,
charlie louvin,,,,,artist not found!
metro area,,,,,artist not found!
move d and benjamin brunn,,,,,artist not found!
caithlin de marrais,,,,,artist not found!
fripp & eno,,,,,artist not found!
pelle carlberg,,,,,artist not found!
her space holiday,Her Space Holiday,"Aug 16, 2011",60,tbd,
her space holiday,Xoxo Panda & The New Kid Revival,"Oct 7, 2008",65,tbd,
her space holiday,The Past Presents The Future,"Sep 27, 2005",60,8.2,
her space holiday,The Young Machines,"Sep 30, 2003",73,8.6,
her space holiday,Manic Expressive,"Nov 6, 2001",65,tbd,
terakaft,,,,,artist not found!
matthew robert cooper,,,,,artist not found!
gregory and the hawk,,,,,artist not found!
paper route gangstaz,,,,,artist not found!
wreckless eric & amy rigby,,,,,artist not found!
all the saints,Fire On Corridor X,"May 27, 2008",70,tbd,
don caballero,,,,,artist not found!
jolie holland,Wine Dark Sea,"May 20, 2014",83,tbd,
jolie holland,The Living And The Dead,"Oct 7, 2008",71,tbd,
jolie holland,Springtime Can Kill You,"May 9, 2006",78,8.4,
jolie holland,Escondida,"Apr 27, 2004",83,8.4,
the aliens,Luna,"Sep 29, 2008",65,8.0,
the aliens,Astronomy For Dogs,"Jun 19, 2007",73,8.8,
christina carter,,,,,artist not found!
ane brun,When I'm Free,"Sep 4, 2015",81,tbd,
ane brun,It All Starts with One,"May 1, 2012",75,tbd,
ane brun,Changing Of The Seasons,"Oct 14, 2008",73,8.0,
roy orbison,Saturday Night Live: Season 12,"Oct 11, 1986",tbd,tbd,
the welcome wagon,,,,,artist not found!
the uglysuit,The Uglysuit,"Aug 19, 2008",69,8.4,
restiform bodies,,,,,artist not found!
simon bookish,Everything/Everything,"Oct 21, 2008",73,tbd,
japanese motors,Japanese Motors,"Oct 7, 2008",53,tbd,
alaska in winter,,,,,artist not found!
grampall jookabox,,,,,artist not found!
the manhattan love suicides,,,,,artist not found!
future clouds & radar,,,,,artist not found!
wintersleep,,,,,artist not found!
burning star core,,,,,artist not found!
christmas decorations,,,,,artist not found!
the pica beats,Beating Back The Claws Of The Cold,"Sep 23, 2008",60,tbd,
guns n' roses,,,,,artist not found!
the knux,Remind Me In 3 Days,"Oct 28, 2008",71,tbd,
aterciopelados,Rio,"Oct 21, 2008",77,8.8,
julian koster,,,,,artist not found!
the fireman,Electric Arguments,"Nov 25, 2008",74,8.8,
anathallo,Canopy Glow,"Nov 18, 2008",70,8.0,
wilderness,(K)no(w)here,"Nov 4, 2008",75,tbd,
wilderness,Vessel States,"Apr 11, 2006",76,8.5,
wilderness,Wilderness,"Jul 5, 2005",81,7.5,
adorable,,,,,artist not found!
stereo image,,,,,artist not found!
cheap trick,We're All Alright!,"Jun 16, 2017",69,7.2,
cheap trick,"Bang, Zoom, Crazy... Hello","Apr 1, 2016",74,7.3,
